"order","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Oscillospirales","fixed",NA,"dietHFHS",0.108594911472166,0.0369966351998868,2.93526454190889,20.9545666062321,0.00791813435361251,0.0316460379524047,0.185543784991927,0.465023174448523,0.540005319007467,0.0237544030608375
"Oscillospirales","fixed",NA,"treatmentFOS+GOS",-0.155970617955874,0.0371466135124921,-4.19878430919207,21.0771697888742,0.000401243768718126,-0.233204011401911,-0.0787372245098371,0.465023174448523,0.540005319007467,0.0016049750748725
"Oscillospirales","fixed",NA,"treatmentB. longum APC1472",-0.00187478064251464,0.0370471330099037,-0.0506052827897224,21.2873669107073,0.960111897176674,-0.0788552323186034,0.0751056710335742,0.465023174448523,0.540005319007467,0.960111897176674
"Oscillospirales","ran_pars","cohort","sd__(Intercept)",0.0277159300495215,NA,NA,NA,NA,NA,NA,0.465023174448523,0.540005319007467,NA
"Oscillospirales","ran_pars","Residual","sd__Observation",0.0686478488566722,NA,NA,NA,NA,NA,NA,0.465023174448523,0.540005319007467,NA
"Verrucomicrobiales","fixed",NA,"dietHFHS",0.022395451261235,0.0438731925743581,0.510458663870387,23.9999999991628,0.614393376422275,-0.0681543677871792,0.112945270309649,0.308403914942538,NA,0.614393376422275
"Verrucomicrobiales","fixed",NA,"treatmentFOS+GOS",0.0622846130817533,0.0438731925743581,1.41965080330525,23.9999999991628,0.168568789661192,-0.028265205966661,0.152834432130167,0.308403914942538,NA,0.505706368983575
"Verrucomicrobiales","fixed",NA,"treatmentB. longum APC1472",0.114865512565676,0.0438731925743581,2.61812523378592,23.999999999138,0.0150731577167173,0.024315693517257,0.205415331614095,0.308403914942538,NA,0.0602926308668692
"Verrucomicrobiales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.308403914942538,NA,NA
"Verrucomicrobiales","ran_pars","Residual","sd__Observation",0.0820792275386014,NA,NA,NA,NA,NA,NA,0.308403914942538,NA,NA
"Lactobacillales","fixed",NA,"dietHFHS",-0.0666041628559135,0.0315570951430632,-2.11059232651058,21.2483191902181,0.0468264790760799,-0.132184066897547,-0.00102425881427962,0.270819376541281,0.354625630753175,0.14047943722824
"Lactobacillales","fixed",NA,"treatmentFOS+GOS",-0.0200688515731987,0.0316781668414886,-0.63352313514918,21.4408801778714,0.533092477280895,-0.0858648201413139,0.0457271169949165,0.270819376541281,0.354625630753175,0.756935620242427
"Lactobacillales","fixed",NA,"treatmentB. longum APC1472",-0.0284055378402113,0.0315873353742581,-0.899269834053816,21.5065299992616,0.378467810121213,-0.0940009199426644,0.0371898442622419,0.270819376541281,0.354625630753175,0.756935620242427
"Lactobacillales","ran_pars","cohort","sd__(Intercept)",0.0211272264643767,NA,NA,NA,NA,NA,NA,0.270819376541281,0.354625630753175,NA
"Lactobacillales","ran_pars","Residual","sd__Observation",0.0586286817634203,NA,NA,NA,NA,NA,NA,0.270819376541281,0.354625630753175,NA
"Bifidobacteriales","fixed",NA,"dietHFHS",-0.197889834311755,0.024814333391325,-7.97481968147233,23.999999999786,3.3369586877992e-08,-0.249104101305893,-0.146675567317617,0.76108379441926,NA,1.00108760633976e-07
"Bifidobacteriales","fixed",NA,"treatmentFOS+GOS",0.0950210817688842,0.024814333391325,3.8292820633297,23.999999999786,0.000810207423749918,0.043806814774746,0.146235348763022,0.76108379441926,NA,0.00162041484749984
"Bifidobacteriales","fixed",NA,"treatmentB. longum APC1472",0.00178971265456745,0.024814333391325,0.0721241480213661,23.999999999786,0.94310080580721,-0.0494245543395707,0.0530039796487056,0.76108379441926,NA,0.94310080580721
"Bifidobacteriales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.76108379441926,NA,NA
"Bifidobacteriales","ran_pars","Residual","sd__Observation",0.0464233669157613,NA,NA,NA,NA,NA,NA,0.76108379441926,NA,NA
"Erysipelotrichales","fixed",NA,"dietHFHS",-0.0291358349191456,0.0262163051877475,-1.11136312727861,23.9999999999542,0.277422006935743,-0.0832436294873444,0.0249719596490533,0.132850437525979,NA,0.832266020807229
"Erysipelotrichales","fixed",NA,"treatmentFOS+GOS",-0.0240833112156543,0.0262163051877475,-0.918638650381211,23.9999999999542,0.367425399261532,-0.0781911057838532,0.0300244833525446,0.132850437525979,NA,0.832266020807229
"Erysipelotrichales","fixed",NA,"treatmentB. longum APC1472",0.000471563013980672,0.0262163051877475,0.01798739412757,24.0000000001731,0.985797613624798,-0.0536362315541921,0.0545793575821534,0.132850437525979,NA,0.985797613624798
"Erysipelotrichales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.132850437525979,NA,NA
"Erysipelotrichales","ran_pars","Residual","sd__Observation",0.0490462159798277,NA,NA,NA,NA,NA,NA,0.132850437525979,NA,NA
"Peptostreptococcales-Tissierellales","fixed",NA,"dietHFHS",0.0482066317630858,0.017430947049984,2.76557731630135,21.6914854187155,0.0113734921342072,0.0120272268265874,0.0843860366995842,0.477304377954797,0.561817398847807,0.0454939685368287
"Peptostreptococcales-Tissierellales","fixed",NA,"treatmentFOS+GOS",-0.0466393078987573,0.0175033421282693,-2.6645944275654,21.7395796971493,0.0142441095340411,-0.0829642458722818,-0.0103143699252327,0.477304377954797,0.561817398847807,0.0454939685368287
"Peptostreptococcales-Tissierellales","fixed",NA,"treatmentB. longum APC1472",0.0304138807343686,0.0174615186750647,1.74176606859518,21.9823531198481,0.0955269329958822,-0.00580077815308043,0.0666285396218176,0.477304377954797,0.561817398847807,0.191053865991764
"Peptostreptococcales-Tissierellales","ran_pars","cohort","sd__(Intercept)",0.0141898314912497,NA,NA,NA,NA,NA,NA,0.477304377954797,0.561817398847807,NA
"Peptostreptococcales-Tissierellales","ran_pars","Residual","sd__Observation",0.032310448746752,NA,NA,NA,NA,NA,NA,0.477304377954797,0.561817398847807,NA
"Coriobacteriales","fixed",NA,"dietHFHS",0.0117030741854153,0.0136582497846549,0.856850209209364,23.999999999563,0.400002843811961,-0.0164861678995174,0.039892316270348,0.0403208399430812,NA,1
"Coriobacteriales","fixed",NA,"treatmentFOS+GOS",0.00162614514517695,0.0136582497846549,0.119059555273614,23.999999999563,0.906219147063553,-0.0265630969397557,0.0298153872301096,0.0403208399430812,NA,1
"Coriobacteriales","fixed",NA,"treatmentB. longum APC1472",-0.0036223753606585,0.0136582497846549,-0.265215193584192,23.9999999997305,0.793108402846759,-0.0318116174455808,0.0245668667242638,0.0403208399430812,NA,1
"Coriobacteriales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0403208399430812,NA,NA
"Coriobacteriales","ran_pars","Residual","sd__Observation",0.0255522455985788,NA,NA,NA,NA,NA,NA,0.0403208399430812,NA,NA
"Staphylococcales","fixed",NA,"dietHFHS",0.012135337071223,0.00785055079270899,1.54579435146047,23.9999999992511,0.135239808138627,-0.00406740341786355,0.0283380775603096,0.118784175626916,NA,0.435541698428701
"Staphylococcales","fixed",NA,"treatmentFOS+GOS",-0.013072332319207,0.00785055079270899,-1.66514842899272,23.9999999992511,0.108885424607175,-0.0292750728082936,0.00313040816987965,0.118784175626916,NA,0.435541698428701
"Staphylococcales","fixed",NA,"treatmentB. longum APC1472",-0.011185705754032,0.00785055079270899,-1.42483069651882,23.9999999992511,0.167081277492393,-0.0273884462431186,0.00501703473505464,0.118784175626916,NA,0.435541698428701
"Staphylococcales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.118784175626916,NA,NA
"Staphylococcales","ran_pars","Residual","sd__Observation",0.0146870356818918,NA,NA,NA,NA,NA,NA,0.118784175626916,NA,NA
"Deferribacterales","fixed",NA,"dietHFHS",0.0165224713045529,0.00753432105192249,2.19296087738881,23.9999999998669,0.0382398727697442,0.000972396922641786,0.0320725456864641,0.199002113297037,NA,0.12448361791396
"Deferribacterales","fixed",NA,"treatmentFOS+GOS",-0.0172524533438955,0.00753432105192249,-2.28984844486993,23.9999999998669,0.03112090447849,-0.0328025277258066,-0.00170237896198435,0.199002113297037,NA,0.12448361791396
"Deferribacterales","fixed",NA,"treatmentB. longum APC1472",-0.011219194011392,0.00753432105192249,-1.48907830368196,23.9999999998661,0.149491065555357,-0.0267692683933032,0.00433088037051912,0.199002113297037,NA,0.298982131110714
"Deferribacterales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Deferribacterales","ran_pars","Residual","sd__Observation",0.0140954240091261,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Desulfovibrionales","fixed",NA,"dietHFHS",0.0212969641238379,0.00578984331860629,3.67833168393309,22.1258059232821,0.00130785434272551,0.00929352120280088,0.0333004070448748,0.462805886397445,0.512497683805468,0.00392356302817652
"Desulfovibrionales","fixed",NA,"treatmentFOS+GOS",-0.0276285365193971,0.0058102523424657,-4.75513538671408,22.3235974432491,9.21347797763806e-05,-0.0396681431776266,-0.0155889298611675,0.462805886397445,0.512497683805468,0.000368539119105523
"Desulfovibrionales","fixed",NA,"treatmentB. longum APC1472",-0.0135505520999728,0.00579358588025634,-2.33888862270101,22.276774223099,0.0287051019119867,-0.0255570645414196,-0.00154403965852601,0.462805886397445,0.512497683805468,0.0287051019119867
"Desulfovibrionales","ran_pars","cohort","sd__(Intercept)",0.00343835824278208,NA,NA,NA,NA,NA,NA,0.462805886397445,0.512497683805468,NA
"Desulfovibrionales","ran_pars","Residual","sd__Observation",0.0107695389826998,NA,NA,NA,NA,NA,NA,0.462805886397445,0.512497683805468,NA
"Burkholderiales","fixed",NA,"dietHFHS",0.00345698115719405,0.00413200261347742,0.836635762503721,23.9999999996619,0.411050675153636,-0.0050710530934116,0.0119850154077997,0.402975542617365,NA,1
"Burkholderiales","fixed",NA,"treatmentFOS+GOS",0.0131007964698491,0.00413200261347742,3.17056829226536,23.9999999996619,0.00412395627024359,0.00457276221924346,0.0216288307204548,0.402975542617365,NA,0.0164958250809743
"Burkholderiales","fixed",NA,"treatmentB. longum APC1472",0.00121624575050115,0.00413200261347742,0.294347768932695,23.9999999996619,0.771023037449657,-0.00731178850010451,0.0097442800011068,0.402975542617365,NA,1
"Burkholderiales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"Burkholderiales","ran_pars","Residual","sd__Observation",0.00773026905044352,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"Clostridiales","fixed",NA,"dietHFHS",0.002378406162861,0.00133657355912995,1.77948018394831,23.9999999995691,0.0878294158284059,-0.000380146083339965,0.00513695840906197,0.217094729847621,NA,0.263488247485218
"Clostridiales","fixed",NA,"treatmentFOS+GOS",-0.00268082851878009,0.00133657355912995,-2.00574708400277,23.9999999995691,0.0562824918323646,-0.00543938076498105,7.7723727420877e-05,0.217094729847621,NA,0.225129967329459
"Clostridiales","fixed",NA,"treatmentB. longum APC1472",9.33746711566473e-05,0.00133657355912995,0.0698612287507995,23.9999999993777,0.944882965172157,-0.00266517757504548,0.00285192691735878,0.217094729847621,NA,1
"Clostridiales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.217094729847621,NA,NA
"Clostridiales","ran_pars","Residual","sd__Observation",0.00250050016524265,NA,NA,NA,NA,NA,NA,0.217094729847621,NA,NA
"Enterobacterales","fixed",NA,"dietHFHS",-0.00185284645943351,0.00125412990610033,-1.47739596226906,21.8506089454718,0.153838988060006,-0.00445478408210336,0.000749091163236351,0.101701962328776,0.129609293842017,0.461516964180019
"Enterobacterales","fixed",NA,"treatmentFOS+GOS",5.26022358153029e-05,0.00125633924097459,0.0418694522145925,22.3535835015971,0.966974507104175,-0.00255049845234222,0.00265570292397283,0.101701962328776,0.129609293842017,0.966974507104175
"Enterobacterales","fixed",NA,"treatmentB. longum APC1472",0.00120671657012127,0.00125423338173372,0.962114856529521,21.911421214121,0.346490184753079,-0.00139501406326849,0.00380844720351103,0.101701962328776,0.129609293842017,0.692980369506157
"Enterobacterales","ran_pars","cohort","sd__(Intercept)",0.000419238323240625,NA,NA,NA,NA,NA,NA,0.101701962328776,0.129609293842017,NA
"Enterobacterales","ran_pars","Residual","sd__Observation",0.0023413101192089,NA,NA,NA,NA,NA,NA,0.101701962328776,0.129609293842017,NA
"Christensenellales","fixed",NA,"dietHFHS",0.00239773038765623,0.000784896193590804,3.05483757882288,23.9999999993287,0.00544565901758676,0.000777784262674458,0.004017676512638,0.351577642658332,NA,0.0163369770527603
"Christensenellales","fixed",NA,"treatmentFOS+GOS",-0.00273884521774418,0.000784896193590804,-3.48943623387228,23.9999999993287,0.00189112546160195,-0.00435879134272595,-0.00111889909276241,0.351577642658332,NA,0.00756450184640779
"Christensenellales","fixed",NA,"treatmentB. longum APC1472",-0.00144424381745207,0.000784896193590804,-1.84004436414047,23.9999999996062,0.0781621636052926,-0.00306418994243285,0.00017570230752871,0.351577642658332,NA,0.156324327210585
"Christensenellales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.351577642658332,NA,NA
"Christensenellales","ran_pars","Residual","sd__Observation",0.00146840632029989,NA,NA,NA,NA,NA,NA,0.351577642658332,NA,NA
"Peptococcales","fixed",NA,"dietHFHS",0.0023859202606731,0.000748252460114107,3.18865675404428,21.1042248488078,0.00439913195229462,0.000830311878727735,0.00394152864261846,0.542265938957647,0.557268941855622,0.00879826390458924
"Peptococcales","fixed",NA,"treatmentFOS+GOS",-0.00348319354164127,0.000749626598817123,-4.64657143588234,21.7507377687529,0.000127712117214937,-0.005038857563244,-0.00192752952003855,0.542265938957647,0.557268941855622,0.000510848468859747
"Peptococcales","fixed",NA,"treatmentB. longum APC1472",1.01574233302341e-06,0.000748320922734304,0.00135736193144509,21.187708388419,0.99892968129367,-0.00155436374729086,0.00155639523195691,0.542265938957647,0.557268941855622,0.99892968129367
"Peptococcales","ran_pars","cohort","sd__(Intercept)",0.000257119892709096,NA,NA,NA,NA,NA,NA,0.542265938957647,0.557268941855622,NA
"Peptococcales","ran_pars","Residual","sd__Observation",0.00139674323411838,NA,NA,NA,NA,NA,NA,0.542265938957647,0.557268941855622,NA
"Saccharimonadales","fixed",NA,"dietHFHS",-0.000480918900873387,0.000218944640064954,-2.19653196685113,23.9999999998975,0.0379532791978448,-0.000932798428579712,-2.90393731670606e-05,0.231949257465619,NA,0.113859837593534
"Saccharimonadales","fixed",NA,"treatmentFOS+GOS",0.000143777511127037,0.000218944640064954,0.656684315653415,23.9999999998975,0.517631744463938,-0.000308102016579289,0.000595657038833363,0.231949257465619,NA,1
"Saccharimonadales","fixed",NA,"treatmentB. longum APC1472",-0.000104952190752649,0.000218944640064954,-0.4793549215067,23.9999999999279,0.636025303616118,-0.000556831718458944,0.000346927336953647,0.231949257465619,NA,1
"Saccharimonadales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.231949257465619,NA,NA
"Saccharimonadales","ran_pars","Residual","sd__Observation",0.000409607914896798,NA,NA,NA,NA,NA,NA,0.231949257465619,NA,NA
"Pseudomonadales","fixed",NA,"dietHFHS",-1.52820108598189e-06,0.000121206132847386,-0.0126082818590218,20.8713217288351,0.990060058018629,-0.000253684811865816,0.000250628409693852,0.110357075282886,NA,1
"Pseudomonadales","fixed",NA,"treatmentFOS+GOS",-9.574823147086e-06,0.000121562481167063,-0.0787646242094,21.3335869212106,0.937953978025897,-0.000262137360406102,0.00024298771411193,0.110357075282886,NA,1
"Pseudomonadales","fixed",NA,"treatmentB. longum APC1472",0.000177402941665471,0.000121247034708612,1.46315282754597,21.0442191667859,0.158202230870494,-7.47118133585002e-05,0.000429517696689442,0.110357075282886,NA,0.632808923481976
"Pseudomonadales","ran_pars","cohort","sd__(Intercept)",5.95854210799333e-05,NA,NA,NA,NA,NA,NA,0.110357075282886,NA,NA
"Pseudomonadales","ran_pars","Residual","sd__Observation",0.000225802689813197,NA,NA,NA,NA,NA,NA,0.110357075282886,NA,NA
"Acholeplasmatales","fixed",NA,"dietHFHS",1.64354800096917e-05,4.94794059888562e-05,0.332168094608761,21.7763711343116,0.742938407811229,-8.62396592003648e-05,0.000119110619219748,0.0723263389548962,NA,0.941887566184976
"Acholeplasmatales","fixed",NA,"treatmentFOS+GOS",-5.37667741587527e-05,4.96603147324007e-05,-1.08269096658932,21.9792009547312,0.290681111941568,-0.000156761614339146,4.92280660216408e-05,0.0723263389548962,NA,0.941887566184976
"Acholeplasmatales","fixed",NA,"treatmentB. longum APC1472",-6.04011592321424e-05,4.95168533290321e-05,-1.21981012870074,21.966934192546,0.235471891546244,-0.000163101790764949,4.22994723006641e-05,0.0723263389548962,NA,0.941887566184976
"Acholeplasmatales","ran_pars","cohort","sd__(Intercept)",3.08114810901594e-05,NA,NA,NA,NA,NA,NA,0.0723263389548962,NA,NA
"Acholeplasmatales","ran_pars","Residual","sd__Observation",9.19937957023703e-05,NA,NA,NA,NA,NA,NA,0.0723263389548962,NA,NA
"Rickettsiales","fixed",NA,"dietHFHS",3.70695411853765e-05,5.5387777403354e-05,0.669272950156901,20.5204741036498,0.510781944640575,-7.82797630319578e-05,0.000152418845402711,0.166745121624307,NA,1
"Rickettsiales","fixed",NA,"treatmentFOS+GOS",-9.44648823297664e-05,5.56198838684355e-05,-1.69840128672717,20.5333078726301,0.104535903038688,-0.000210293049253083,2.13632845935498e-05,0.166745121624307,NA,0.418143612154753
"Rickettsiales","fixed",NA,"treatmentB. longum APC1472",2.53402885037313e-05,5.5507860217414e-05,0.456517120358776,20.9777769120944,0.652709682234243,-9.01020726142811e-05,0.000140782649621744,0.166745121624307,NA,1
"Rickettsiales","ran_pars","cohort","sd__(Intercept)",4.85025947851748e-05,NA,NA,NA,NA,NA,NA,0.166745121624307,NA,NA
"Rickettsiales","ran_pars","Residual","sd__Observation",0.000102570735179001,NA,NA,NA,NA,NA,NA,0.166745121624307,NA,NA
"Caldicoprobacterales","fixed",NA,"dietHFHS",4.43610582504499e-21,2.75215928659604e-05,1.61186376335496e-16,23.9999999993087,1,-5.68017759298544e-05,5.68017759298544e-05,0.0999999999999999,NA,1
"Caldicoprobacterales","fixed",NA,"treatmentFOS+GOS",3.89214098891518e-05,2.75215928659604e-05,1.41421356237309,23.9999999993087,0.170141553274068,-1.78803660407026e-05,9.57231858190062e-05,0.0999999999999999,NA,0.680566213096273
"Caldicoprobacterales","fixed",NA,"treatmentB. longum APC1472",-7.74430123203932e-21,2.75215928659604e-05,-2.81390007829733e-16,23.9999999993087,1,-5.68017759298544e-05,5.68017759298544e-05,0.0999999999999999,NA,1
"Caldicoprobacterales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0999999999999999,NA,NA
"Caldicoprobacterales","ran_pars","Residual","sd__Observation",5.14881856213529e-05,NA,NA,NA,NA,NA,NA,0.0999999999999999,NA,NA
"Bacillales","fixed",NA,"dietHFHS",-3.52429117693704e-05,2.4920501900881e-05,-1.4142135623731,23.9999999993453,0.170141553274049,-8.66762997977213e-05,1.61904762589806e-05,0.1,NA,0.510424659822146
"Bacillales","fixed",NA,"treatmentFOS+GOS",5.80822592402949e-21,2.4920501900881e-05,2.33070182419727e-16,23.9999999993453,1,-5.1433388028351e-05,5.1433388028351e-05,0.1,NA,1
"Bacillales","fixed",NA,"treatmentB. longum APC1472",5.80822592402949e-21,2.4920501900881e-05,2.33070182419727e-16,23.9999999993074,1,-5.14333880283553e-05,5.14333880283553e-05,0.1,NA,1
"Bacillales","ran_pars","cohort","sd__(Intercept)",1.30400536722035e-13,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Bacillales","ran_pars","Residual","sd__Observation",4.66219900097727e-05,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Monoglobales","fixed",NA,"dietHFHS",1.75032257017667e-06,2.14815540321728e-05,0.0814802582511128,23.9999999990859,0.935735732179001,-4.25854258984489e-05,4.60860710388022e-05,0.0690720769090048,NA,0.935735732179001
"Monoglobales","fixed",NA,"treatmentFOS+GOS",-2.23388808220708e-05,2.14815540321728e-05,-1.03990990542928,23.9999999990859,0.308745318567934,-6.66746292906964e-05,2.19968676465548e-05,0.0690720769090048,NA,0.926235955703603
"Monoglobales","fixed",NA,"treatmentB. longum APC1472",-2.23388808220708e-05,2.14815540321728e-05,-1.03990990542928,23.9999999992413,0.308745318567868,-6.66746292906812e-05,2.19968676465396e-05,0.0690720769090048,NA,0.926235955703603
"Monoglobales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0690720769090048,NA,NA
"Monoglobales","ran_pars","Residual","sd__Observation",4.01883076619315e-05,NA,NA,NA,NA,NA,NA,0.0690720769090048,NA,NA
"Xanthomonadales","fixed",NA,"dietHFHS",-1.05393178343738e-07,8.35904364464706e-06,-0.0126082818590413,329.570964614959,0.989947941895206,-1.65492043702059e-05,1.63384180135184e-05,0.110357075282902,NA,1
"Xanthomonadales","fixed",NA,"treatmentFOS+GOS",-6.60332630834475e-07,8.38361939083169e-06,-0.0787646242095167,329.570964614661,0.937267643180475,-1.71524889381595e-05,1.58318236764905e-05,0.110357075282902,NA,1
"Xanthomonadales","fixed",NA,"treatmentB. longum APC1472",1.22346856321016e-05,8.36186446266264e-06,1.46315282754605,329.570964614849,0.144378590786606,-4.21467463939534e-06,2.86840459035986e-05,0.110357075282902,NA,0.577514363146425
"Xanthomonadales","ran_pars","cohort","sd__(Intercept)",4.10933938482662e-06,NA,NA,NA,NA,NA,NA,0.110357075282902,NA,NA
"Xanthomonadales","ran_pars","Residual","sd__Observation",1.55725992974613e-05,NA,NA,NA,NA,NA,NA,0.110357075282902,NA,NA
