"sex","timepoint","metric","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Female","week 5","shannon","ran_pars","Residual","sd__Observation",0.266942436723129,NA,NA,NA,NA,NA,NA,NA,0.0965378985326063,0.641829279381768,NA,"diet"
"Female","week 5","simpson","fixed",NA,"dietHFHS",0.0128537862249221,0.0115401860807299,1.11382833300978,6.45280642156887,0.305113373333436,-0.0149105942034206,0.0406181666532647,1.11382833300978,0.0875951951098284,0.53683184221544,0.305113373333436,"diet"
"Female","week 5","simpson","ran_pars","dam_cage","sd__(Intercept)",0.014659367082167,NA,NA,NA,NA,NA,NA,NA,0.0875951951098284,0.53683184221544,NA,"diet"
"Female","week 5","simpson","ran_pars","cohort","sd__(Intercept)",0.00247948242899478,NA,NA,NA,NA,NA,NA,NA,0.0875951951098284,0.53683184221544,NA,"diet"
"Female","week 5","simpson","ran_pars","Residual","sd__Observation",0.0150963510054795,NA,NA,NA,NA,NA,NA,NA,0.0875951951098284,0.53683184221544,NA,"diet"
"Female","week 5","chao1","fixed",NA,"dietHFHS",38.4279256359814,26.1994159167718,1.46674741750183,6.48766823189211,0.189174027782068,-24.5295484430891,101.385399715052,1.46674741750183,0.113470195601932,0.639355418589753,0.189174027782068,"diet"
"Female","week 5","chao1","ran_pars","dam_cage","sd__(Intercept)",28.7679915762992,NA,NA,NA,NA,NA,NA,NA,0.113470195601932,0.639355418589753,NA,"diet"
"Female","week 5","chao1","ran_pars","cohort","sd__(Intercept)",30.9477847194895,NA,NA,NA,NA,NA,NA,NA,0.113470195601932,0.639355418589753,NA,"diet"
"Female","week 5","chao1","ran_pars","Residual","sd__Observation",34.9910885038914,NA,NA,NA,NA,NA,NA,NA,0.113470195601932,0.639355418589753,NA,"diet"
"Male","week 10","shannon","fixed",NA,"dietHFHS",-0.0816293590693281,0.15287010337375,-0.533978569176168,6.80580787201551,0.61034479127375,-0.445211139463877,0.281952421325221,-0.533978569176168,0.0101198719881753,0.518447859856811,0.61034479127375,"diet"
"Male","week 10","shannon","ran_pars","dam_cage","sd__(Intercept)",0.145221388467137,NA,NA,NA,NA,NA,NA,NA,0.0101198719881753,0.518447859856811,NA,"diet"
"Male","week 10","shannon","ran_pars","cohort","sd__(Intercept)",0.257342205898624,NA,NA,NA,NA,NA,NA,NA,0.0101198719881753,0.518447859856811,NA,"diet"
"Male","week 10","shannon","ran_pars","Residual","sd__Observation",0.287602225895425,NA,NA,NA,NA,NA,NA,NA,0.0101198719881753,0.518447859856811,NA,"diet"
"Male","week 10","simpson","fixed",NA,"dietHFHS",-0.00638816754781649,0.012697935968795,-0.50308708151587,7.37428048650384,0.629579834597578,-0.0361078259029752,0.0233314908073423,-0.50308708151587,0.00957427223951712,0.337793643254399,0.629579834597578,"diet"
"Male","week 10","simpson","ran_pars","dam_cage","sd__(Intercept)",0.00838842091764811,NA,NA,NA,NA,NA,NA,NA,0.00957427223951712,0.337793643254399,NA,"diet"
"Male","week 10","simpson","ran_pars","cohort","sd__(Intercept)",0.017163487454314,NA,NA,NA,NA,NA,NA,NA,0.00957427223951712,0.337793643254399,NA,"diet"
"Male","week 10","simpson","ran_pars","Residual","sd__Observation",0.0271351228400939,NA,NA,NA,NA,NA,NA,NA,0.00957427223951712,0.337793643254399,NA,"diet"
"Male","week 10","chao1","fixed",NA,"dietHFHS",2.38053900003133,19.374000023464,0.122872870710656,20.8844333399254,0.903382547472836,-37.9234795188747,42.6845575189374,0.122872870710656,0.00072577224949185,NA,0.903382547472836,"diet"
"Male","week 10","chao1","ran_pars","dam_cage","sd__(Intercept)",3.24069272877826e-06,NA,NA,NA,NA,NA,NA,NA,0.00072577224949185,NA,NA,"diet"
"Male","week 10","chao1","ran_pars","cohort","sd__(Intercept)",29.9705079031612,NA,NA,NA,NA,NA,NA,NA,0.00072577224949185,NA,NA,"diet"
"Male","week 10","chao1","ran_pars","Residual","sd__Observation",45.115852912421,NA,NA,NA,NA,NA,NA,NA,0.00072577224949185,NA,NA,"diet"
"Male","week 5","shannon","fixed",NA,"dietHFHS",0.0912104628103278,0.223266220663822,0.408527821804561,10.3464019442409,0.691213500224498,-0.404009272099695,0.58643019772035,0.408527821804561,0.0342700988477419,NA,0.691213500224498,"diet"
"Male","week 5","shannon","ran_pars","dam_cage","sd__(Intercept)",0.340674381806926,NA,NA,NA,NA,NA,NA,NA,0.0342700988477419,NA,NA,"diet"
"Male","week 5","shannon","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0342700988477419,NA,NA,"diet"
"Male","week 5","shannon","ran_pars","Residual","sd__Observation",0.247301372798108,NA,NA,NA,NA,NA,NA,NA,0.0342700988477419,NA,NA,"diet"
"Male","week 5","simpson","fixed",NA,"dietHFHS",0.00153882634228864,0.0238021797241507,0.0646506479710042,10.1324256143982,0.949709908403999,-0.0514019316898381,0.0544795843744153,0.0646506479710042,0.000706136900079796,NA,0.949709908403999,"diet"
"Male","week 5","simpson","ran_pars","dam_cage","sd__(Intercept)",0.0349876448733625,NA,NA,NA,NA,NA,NA,NA,0.000706136900079796,NA,NA,"diet"
"Male","week 5","simpson","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000706136900079796,NA,NA,"diet"
"Male","week 5","simpson","ran_pars","Residual","sd__Observation",0.0295667423045266,NA,NA,NA,NA,NA,NA,NA,0.000706136900079796,NA,NA,"diet"
"Male","week 5","chao1","fixed",NA,"dietHFHS",-6.65025310132788,18.7368387613665,-0.354929301896968,9.24175896698051,0.73060782684213,-48.8675095738521,35.5670033711963,-0.354929301896968,0.010403169849415,NA,0.73060782684213,"diet"
"Male","week 5","chao1","ran_pars","dam_cage","sd__(Intercept)",21.783614689657,NA,NA,NA,NA,NA,NA,NA,0.010403169849415,NA,NA,"diet"
"Male","week 5","chao1","ran_pars","cohort","sd__(Intercept)",4.01424010085935e-07,NA,NA,NA,NA,NA,NA,NA,0.010403169849415,NA,NA,"diet"
"Male","week 5","chao1","ran_pars","Residual","sd__Observation",33.1280737825983,NA,NA,NA,NA,NA,NA,NA,0.010403169849415,NA,NA,"diet"
"Male","week 10","shannon","fixed",NA,"treatmentFOS+GOS",-0.323775116918503,0.143370277353674,-2.25831408639739,9.99577626553866,0.0475149560202085,-0.643242299897252,-0.00430793393975465,-2.25831408639739,0.301416407840539,0.709949707036156,0.095029912040417,"treatment"
"Male","week 10","shannon","fixed",NA,"treatmentB. longum APC1472",0.249061841375044,0.146812052437639,1.69646726709197,10.9499949134476,0.118004748963816,-0.0742494352402671,0.572373117990356,1.69646726709197,0.301416407840539,0.709949707036156,0.118004748963816,"treatment"
"Male","week 10","shannon","ran_pars","dam_cage","sd__(Intercept)",0.165955575896786,NA,NA,NA,NA,NA,NA,NA,0.301416407840539,0.709949707036156,NA,"treatment"
"Male","week 10","shannon","ran_pars","cohort","sd__(Intercept)",0.224226005455122,NA,NA,NA,NA,NA,NA,NA,0.301416407840539,0.709949707036156,NA,"treatment"
"Male","week 10","shannon","ran_pars","Residual","sd__Observation",0.235052299293621,NA,NA,NA,NA,NA,NA,NA,0.301416407840539,0.709949707036156,NA,"treatment"
"Male","week 10","simpson","fixed",NA,"treatmentFOS+GOS",-0.0213915118710698,0.0116365441383278,-1.83830453584682,10.0582977535346,0.0956913358682177,-0.047298992526154,0.00451596878401453,-1.83830453584682,0.212764093829679,0.577592744808725,0.191382671736435,"treatment"
"Male","week 10","simpson","fixed",NA,"treatmentB. longum APC1472",0.0145513169576019,0.0118871334535645,1.22412329384916,11.0352420388264,0.246397720110191,-0.0116018967318071,0.0407045306470109,1.22412329384916,0.212764093829679,0.577592744808725,0.246397720110191,"treatment"
"Male","week 10","simpson","ran_pars","dam_cage","sd__(Intercept)",0.0120204291530201,NA,NA,NA,NA,NA,NA,NA,0.212764093829679,0.577592744808725,NA,"treatment"
"Male","week 10","simpson","ran_pars","cohort","sd__(Intercept)",0.0156874184087627,NA,NA,NA,NA,NA,NA,NA,0.212764093829679,0.577592744808725,NA,"treatment"
"Male","week 10","simpson","ran_pars","Residual","sd__Observation",0.0212656885145428,NA,NA,NA,NA,NA,NA,NA,0.212764093829679,0.577592744808725,NA,"treatment"
"Male","week 10","chao1","fixed",NA,"treatmentFOS+GOS",-26.9931060419238,22.3596749290263,-1.20722265093768,10.2627332823637,0.254433817481308,-76.6412225509118,22.6550104670643,-1.20722265093768,0.104610989081118,0.273337346030225,0.508867634962615,"treatment"
"Male","week 10","chao1","fixed",NA,"treatmentB. longum APC1472",19.195972023718,22.7876262682943,0.84238576663101,11.6353890127305,0.416551681414602,-30.6271088383742,69.0190528858102,0.84238576663101,0.104610989081118,0.273337346030225,0.508867634962615,"treatment"
"Male","week 10","chao1","ran_pars","dam_cage","sd__(Intercept)",12.0406310197634,NA,NA,NA,NA,NA,NA,NA,0.104610989081118,0.273337346030225,NA,"treatment"
"Male","week 10","chao1","ran_pars","cohort","sd__(Intercept)",21.4455192136527,NA,NA,NA,NA,NA,NA,NA,0.104610989081118,0.273337346030225,NA,"treatment"
"Male","week 10","chao1","ran_pars","Residual","sd__Observation",51.0401701169156,NA,NA,NA,NA,NA,NA,NA,0.104610989081118,0.273337346030225,NA,"treatment"
"Male","week 5","shannon","fixed",NA,"treatmentFOS+GOS",0.354765347960012,0.209729897072578,1.69153445890094,8.27318004973335,0.12794892597457,-0.126106969921652,0.835637665841676,1.69153445890094,0.134346336892389,0.777389441923886,0.25589785194914,"treatment"
"Male","week 5","shannon","fixed",NA,"treatmentB. longum APC1472",-0.148504970915266,0.215247055054792,-0.689928003323733,9.32372889849535,0.507047419136329,-0.632862642297645,0.335852700467112,-0.689928003323733,0.134346336892389,0.777389441923886,0.507047419136329,"treatment"
"Male","week 5","shannon","ran_pars","dam_cage","sd__(Intercept)",0.276500520459732,NA,NA,NA,NA,NA,NA,NA,0.134346336892389,0.777389441923886,NA,"treatment"
"Male","week 5","shannon","ran_pars","cohort","sd__(Intercept)",0.384051845782462,NA,NA,NA,NA,NA,NA,NA,0.134346336892389,0.777389441923886,NA,"treatment"
"Male","week 5","shannon","ran_pars","Residual","sd__Observation",0.278436892120084,NA,NA,NA,NA,NA,NA,NA,0.134346336892389,0.777389441923886,NA,"treatment"
"Male","week 5","simpson","fixed",NA,"treatmentFOS+GOS",0.0200948481333354,0.0241335105396389,0.832653339029563,8.33516994928711,0.428251824662586,-0.0351699946259291,0.0753596908926,0.832653339029563,0.0610856116217495,0.683324320490985,0.856503649325172,"treatment"
"Male","week 5","simpson","fixed",NA,"treatmentB. longum APC1472",-0.0118013788439456,0.0244376541165162,-0.482917827860148,9.43880995914815,0.640158263067878,-0.0666938952407235,0.0430911375528323,-0.482917827860148,0.0610856116217495,0.683324320490985,0.856503649325172,"treatment"
"Male","week 5","simpson","ran_pars","dam_cage","sd__(Intercept)",0.0328442464590699,NA,NA,NA,NA,NA,NA,NA,0.0610856116217495,0.683324320490985,NA,"treatment"
"Male","week 5","simpson","ran_pars","cohort","sd__(Intercept)",0.0277502566304554,NA,NA,NA,NA,NA,NA,NA,0.0610856116217495,0.683324320490985,NA,"treatment"
"Male","week 5","simpson","ran_pars","Residual","sd__Observation",0.0306744163117668,NA,NA,NA,NA,NA,NA,NA,0.0610856116217495,0.683324320490985,NA,"treatment"
"Male","week 5","chao1","fixed",NA,"treatmentFOS+GOS",51.0309843290996,22.6014407294567,2.25786421936326,14.4219970516981,0.0399394937893218,2.68844873424007,99.3735199239591,2.25786421936326,0.396734568890301,NA,0.0798789875786435,"treatment"
"Male","week 5","chao1","fixed",NA,"treatmentB. longum APC1472",-7.70416137569181,22.7606449808111,-0.338486074633957,14.7981471351441,0.739751696555339,-56.2750269738088,40.8667042224252,-0.338486074633957,0.396734568890301,NA,0.739751696555339,"treatment"
"Male","week 5","chao1","ran_pars","dam_cage","sd__(Intercept)",30.1938475713648,NA,NA,NA,NA,NA,NA,NA,0.396734568890301,NA,NA,"treatment"
"Male","week 5","chao1","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.396734568890301,NA,NA,"treatment"
"Male","week 5","chao1","ran_pars","Residual","sd__Observation",32.983077009326,NA,NA,NA,NA,NA,NA,NA,0.396734568890301,NA,NA,"treatment"
"Female","week 10","shannon","fixed",NA,"treatmentFOS+GOS",-0.637299544028157,0.182562526983458,-3.49085628117923,9.54372650967234,0.00623795131778189,-1.04672574168278,-0.227873346373536,-3.49085628117923,0.288957032991047,0.43693962285557,0.0124759026355638,"treatment"
"Female","week 10","shannon","fixed",NA,"treatmentB. longum APC1472",-0.246767975888965,0.18071780160331,-1.36548792481794,10.6647046889821,0.200207871129209,-0.646056243100858,0.152520291322928,-1.36548792481794,0.288957032991047,0.43693962285557,0.200207871129209,"treatment"
"Female","week 10","shannon","ran_pars","dam_cage","sd__(Intercept)",0.118722032970258,NA,NA,NA,NA,NA,NA,NA,0.288957032991047,0.43693962285557,NA,"treatment"
"Female","week 10","shannon","ran_pars","cohort","sd__(Intercept)",0.145573569369067,NA,NA,NA,NA,NA,NA,NA,0.288957032991047,0.43693962285557,NA,"treatment"
"Female","week 10","shannon","ran_pars","Residual","sd__Observation",0.366418158532518,NA,NA,NA,NA,NA,NA,NA,0.288957032991047,0.43693962285557,NA,"treatment"
"Female","week 10","simpson","fixed",NA,"treatmentFOS+GOS",-0.0463061101955417,0.0204342856632748,-2.2660987987833,10.5375569636212,0.0456049654041395,-0.0915236574177914,-0.00108856297329207,-2.2660987987833,0.203776137791554,0.451578126819859,0.0912099308082791,"treatment"
"Female","week 10","simpson","fixed",NA,"treatmentB. longum APC1472",-0.0025606502923781,0.0200677122384474,-0.12760050881496,11.3903395051111,0.90069008876039,-0.0465454145735712,0.041424113988815,-0.12760050881496,0.203776137791554,0.451578126819859,0.90069008876039,"treatment"
"Female","week 10","simpson","ran_pars","dam_cage","sd__(Intercept)",0.0190562734405401,NA,NA,NA,NA,NA,NA,NA,0.203776137791554,0.451578126819859,NA,"treatment"
"Female","week 10","simpson","ran_pars","cohort","sd__(Intercept)",0.0138647519961949,NA,NA,NA,NA,NA,NA,NA,0.203776137791554,0.451578126819859,NA,"treatment"
"Female","week 10","simpson","ran_pars","Residual","sd__Observation",0.0350588231801734,NA,NA,NA,NA,NA,NA,NA,0.203776137791554,0.451578126819859,NA,"treatment"
"Female","week 10","chao1","fixed",NA,"treatmentFOS+GOS",-42.4484782403753,21.2804518164241,-1.99471696402676,7.16217732628251,0.0853628221042255,-92.5386862620767,7.64172978132601,-1.99471696402676,0.11585406307616,0.202710167824724,0.170725644208451,"treatment"
"Female","week 10","chao1","fixed",NA,"treatmentB. longum APC1472",-24.642244304531,20.7794238767413,-1.18589641612313,8.02078582484598,0.269603153797711,-72.5380754836026,23.2535868745406,-1.18589641612313,0.11585406307616,0.202710167824724,0.269603153797711,"treatment"
"Female","week 10","chao1","ran_pars","dam_cage","sd__(Intercept)",13.2560396701,NA,NA,NA,NA,NA,NA,NA,0.11585406307616,0.202710167824724,NA,"treatment"
"Female","week 10","chao1","ran_pars","cohort","sd__(Intercept)",7.17452840883282,NA,NA,NA,NA,NA,NA,NA,0.11585406307616,0.202710167824724,NA,"treatment"
"Female","week 10","chao1","ran_pars","Residual","sd__Observation",45.6676543062331,NA,NA,NA,NA,NA,NA,NA,0.11585406307616,0.202710167824724,NA,"treatment"
"Female","week 5","shannon","fixed",NA,"treatmentFOS+GOS",-0.164559800861534,0.168141295782363,-0.978699492565678,9.42339862362167,0.352184675945149,-0.542332601949721,0.213213000226653,-0.978699492565678,0.0613284585058564,0.621168153896673,0.704369351890298,"treatment"
"Female","week 5","shannon","fixed",NA,"treatmentB. longum APC1472",-0.00674631335057363,0.164058210089436,-0.0411214613818833,10.1218760790006,0.967998911040115,-0.371695050171184,0.358202423470037,-0.0411214613818833,0.0613284585058564,0.621168153896673,0.967998911040115,"treatment"
"Female","week 5","shannon","ran_pars","dam_cage","sd__(Intercept)",0.210881680752925,NA,NA,NA,NA,NA,NA,NA,0.0613284585058564,0.621168153896673,NA,"treatment"
"Female","week 5","shannon","ran_pars","cohort","sd__(Intercept)",0.0944891838545618,NA,NA,NA,NA,NA,NA,NA,0.0613284585058564,0.621168153896673,NA,"treatment"
"Female","week 5","shannon","ran_pars","Residual","sd__Observation",0.19008994000481,NA,NA,NA,NA,NA,NA,NA,0.0613284585058564,0.621168153896673,NA,"treatment"
"Female","week 5","simpson","fixed",NA,"treatmentFOS+GOS",-0.0131363503266737,0.00966464743465702,-1.35921671385211,8.68982355068996,0.208301644698568,-0.0351188397766056,0.00884613912325819,-1.35921671385211,0.109235059185204,0.646344973244912,0.416603289397136,"treatment"
"Female","week 5","simpson","fixed",NA,"treatmentB. longum APC1472",0.00083808889565701,0.00956008254860732,0.0876654455017337,9.22930979174783,0.932015303445984,-0.0207066892219314,0.0223828670132455,0.0876654455017337,0.109235059185204,0.646344973244912,0.932015303445984,"treatment"
"Female","week 5","simpson","ran_pars","dam_cage","sd__(Intercept)",0.0115824018697934,NA,NA,NA,NA,NA,NA,NA,0.109235059185204,0.646344973244912,NA,"treatment"
"Female","week 5","simpson","ran_pars","cohort","sd__(Intercept)",0.00839284746208493,NA,NA,NA,NA,NA,NA,NA,0.109235059185204,0.646344973244912,NA,"treatment"
"Female","week 5","simpson","ran_pars","Residual","sd__Observation",0.0116065346971063,NA,NA,NA,NA,NA,NA,NA,0.109235059185204,0.646344973244912,NA,"treatment"
"Female","week 5","chao1","fixed",NA,"treatmentFOS+GOS",-13.6507513376204,24.3059332579803,-0.561622184704161,11.178939996787,0.585456826021209,-67.0434586627657,39.7419559875248,-0.561622184704161,0.0357717176189208,NA,1,"treatment"
"Female","week 5","chao1","fixed",NA,"treatmentB. longum APC1472",-5.89097821271204,23.3833512787539,-0.251930450108944,11.3029772326613,0.805617046572632,-57.189571789088,45.4076153636639,-0.251930450108944,0.0357717176189208,NA,1,"treatment"
"Female","week 5","chao1","ran_pars","dam_cage","sd__(Intercept)",30.7249933980557,NA,NA,NA,NA,NA,NA,NA,0.0357717176189208,NA,NA,"treatment"
"Female","week 5","chao1","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0357717176189208,NA,NA,"treatment"
"Female","week 5","chao1","ran_pars","Residual","sd__Observation",29.0286059870605,NA,NA,NA,NA,NA,NA,NA,0.0357717176189208,NA,NA,"treatment"
