"genus","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Bifidobacterium","fixed",NA,"dietHFHS",-0.0873974468256325,0.0191855393290894,-4.55538128621276,14.8514643546032,0.000388440472561242,-0.128326106372407,-0.0464687872788576,0.331376477737984,NA,0.00116532141768373
"Bifidobacterium","fixed",NA,"treatmentFOS+GOS",0.0890039817534653,0.0195380476093319,4.55541840889744,13.3126277046735,0.000508726670477419,0.0468951361930634,0.131112827313867,0.331376477737984,NA,0.00116532141768373
"Bifidobacterium","fixed",NA,"treatmentB. longum APC1472",-0.00486479018865544,0.0191207599611403,-0.25442452070641,14.4912288620527,0.802742528904065,-0.0457447036854462,0.0360151233081353,0.331376477737984,NA,0.802742528904065
"Bifidobacterium","ran_pars","dam_cage","sd__(Intercept)",0.0233405768945341,NA,NA,NA,NA,NA,NA,0.331376477737984,NA,NA
"Bifidobacterium","ran_pars","cohort","sd__(Intercept)",1.05709154070433e-06,NA,NA,NA,NA,NA,NA,0.331376477737984,NA,NA
"Bifidobacterium","ran_pars","Residual","sd__Observation",0.0646338317882098,NA,NA,NA,NA,NA,NA,0.331376477737984,NA,NA
"Alistipes","fixed",NA,"dietHFHS",0.0138823425774314,0.0158851596399897,0.873918984262746,18.2475954403695,0.393518765146967,-0.0194587101284695,0.0472233952833322,0.378172244152683,NA,0.787037530293933
"Alistipes","fixed",NA,"treatmentFOS+GOS",-0.0725503790913106,0.0163795708762342,-4.42932111222625,17.1041881599904,0.000362383785424241,-0.107092224347037,-0.0380085338355844,0.378172244152683,NA,0.00108715135627272
"Alistipes","fixed",NA,"treatmentB. longum APC1472",0.0049573400951209,0.015868528111791,0.312400750731088,18.0730217676438,0.758311743552784,-0.0283715477419991,0.0382862279322409,0.378172244152683,NA,0.787037530293933
"Alistipes","ran_pars","dam_cage","sd__(Intercept)",0.0231417596644039,NA,NA,NA,NA,NA,NA,0.378172244152683,NA,NA
"Alistipes","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.378172244152683,NA,NA
"Alistipes","ran_pars","Residual","sd__Observation",0.0400410154998538,NA,NA,NA,NA,NA,NA,0.378172244152683,NA,NA
"Lachnospiraceae NK4A136 group","fixed",NA,"dietHFHS",-0.000377517425129217,0.0103028778278722,-0.0366419394111349,18.0266923543376,0.971173222689641,-0.0220207633726793,0.0212657285224209,0.0517428570291848,0.18967906613914,0.971173222689641
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentFOS+GOS",0.0166794118476132,0.0104287022407605,1.59937559463744,15.021710082932,0.130554200282666,-0.00554604311177911,0.0389048668070056,0.0517428570291848,0.18967906613914,0.261108400565332
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentB. longum APC1472",0.0195975847061418,0.0103252295402008,1.89802896195572,18.3463997568543,0.0735406776810927,-0.00206559649724984,0.0412607659095335,0.0517428570291848,0.18967906613914,0.220622033043278
"Lachnospiraceae NK4A136 group","ran_pars","dam_cage","sd__(Intercept)",0.0115667032914936,NA,NA,NA,NA,NA,NA,0.0517428570291848,0.18967906613914,NA
"Lachnospiraceae NK4A136 group","ran_pars","cohort","sd__(Intercept)",0.00921442361125801,NA,NA,NA,NA,NA,NA,0.0517428570291848,0.18967906613914,NA
"Lachnospiraceae NK4A136 group","ran_pars","Residual","sd__Observation",0.0358433048690104,NA,NA,NA,NA,NA,NA,0.0517428570291848,0.18967906613914,NA
"A2","fixed",NA,"dietHFHS",-0.000503266187634885,0.00599999566700436,-0.0838777585128078,18.5779222303291,0.934050860757007,-0.0130807401219808,0.012074207746711,0.14339686426043,0.274485114140823,1
"A2","fixed",NA,"treatmentFOS+GOS",0.0233125775977724,0.00597606873795265,3.90098886408712,14.7944491090477,0.00145242346175731,0.0105594572960436,0.0360656978995012,0.14339686426043,0.274485114140823,0.00580969384702923
"A2","fixed",NA,"treatmentB. longum APC1472",-0.00123629520495513,0.00605204168584949,-0.204277377640303,18.8967498060717,0.840320755176522,-0.0139080501060628,0.0114354596961525,0.14339686426043,0.274485114140823,1
"A2","ran_pars","dam_cage","sd__(Intercept)",0.00545215906135447,NA,NA,NA,NA,NA,NA,0.14339686426043,0.274485114140823,NA
"A2","ran_pars","cohort","sd__(Intercept)",0.0082248832416881,NA,NA,NA,NA,NA,NA,0.14339686426043,0.274485114140823,NA
"A2","ran_pars","Residual","sd__Observation",0.0232147730765666,NA,NA,NA,NA,NA,NA,0.14339686426043,0.274485114140823,NA
"Romboutsia","fixed",NA,"dietHFHS",0.0470712843294645,0.00724231108068639,6.49948390852652,17.822514303934,4.32377505330134e-06,0.0318448849190905,0.0622976837398385,0.336546090062222,NA,1.2971325159904e-05
"Romboutsia","fixed",NA,"treatmentFOS+GOS",-0.0610955557657197,0.00721396205086277,-8.46907085661933,14.9774287410459,4.28645761165176e-07,-0.0764737703771131,-0.0457173411543263,0.336546090062222,NA,1.7145830446607e-06
"Romboutsia","fixed",NA,"treatmentB. longum APC1472",-0.0202130031306781,0.00717966858884422,-2.81531144238121,17.0813323723136,0.0118752290247386,-0.035355287356382,-0.00507071890497416,0.336546090062222,NA,0.0118752290247386
"Romboutsia","ran_pars","dam_cage","sd__(Intercept)",0.00414053020281112,NA,NA,NA,NA,NA,NA,0.336546090062222,NA,NA
"Romboutsia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.336546090062222,NA,NA
"Romboutsia","ran_pars","Residual","sd__Observation",0.0332433997305722,NA,NA,NA,NA,NA,NA,0.336546090062222,NA,NA
"Lactobacillus","fixed",NA,"dietHFHS",-0.0243134804399958,0.00536536565470316,-4.53156075554387,18.8164639863446,0.000233352087029249,-0.0355507381207643,-0.0130762227592273,0.123625370964401,0.173028428831018,0.000700056261087748
"Lactobacillus","fixed",NA,"treatmentFOS+GOS",0.0107817128768296,0.0052908563222127,2.03780110821845,14.5065725538137,0.0602367275603785,-0.000528981474734118,0.0220924072283933,0.123625370964401,0.173028428831018,0.120473455120757
"Lactobacillus","fixed",NA,"treatmentB. longum APC1472",0.0030592716981526,0.00536029629802309,0.57072809562428,18.3187217124765,0.575118942669869,-0.00818826471996965,0.0143068081162748,0.123625370964401,0.173028428831018,0.575118942669869
"Lactobacillus","ran_pars","dam_cage","sd__(Intercept)",0.00251624264386514,NA,NA,NA,NA,NA,NA,0.123625370964401,0.173028428831018,NA
"Lactobacillus","ran_pars","cohort","sd__(Intercept)",0.00534329639703598,NA,NA,NA,NA,NA,NA,0.123625370964401,0.173028428831018,NA
"Lactobacillus","ran_pars","Residual","sd__Observation",0.0241641147851014,NA,NA,NA,NA,NA,NA,0.123625370964401,0.173028428831018,NA
"Rikenellaceae RC9 gut group","fixed",NA,"dietHFHS",0.00381152653629598,0.00680572811787423,0.560046841466613,18.3983439259975,0.582203067169657,-0.0104646198376894,0.0180876729102814,0.260812615906905,NA,1
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentFOS+GOS",-0.0265361182547039,0.00697538901691211,-3.80424922400257,16.8855172341643,0.00143261741372913,-0.0412605071135817,-0.0118117293958262,0.260812615906905,NA,0.00429785224118738
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentB. longum APC1472",0.00388808346919836,0.00679169579609018,0.572476092265003,18.0984169181839,0.574042985843036,-0.0103751801911214,0.0181513471295181,0.260812615906905,NA,1
"Rikenellaceae RC9 gut group","ran_pars","dam_cage","sd__(Intercept)",0.00915996118636244,NA,NA,NA,NA,NA,NA,0.260812615906905,NA,NA
"Rikenellaceae RC9 gut group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.260812615906905,NA,NA
"Rikenellaceae RC9 gut group","ran_pars","Residual","sd__Observation",0.0201133534219805,NA,NA,NA,NA,NA,NA,0.260812615906905,NA,NA
"Lachnoclostridium","fixed",NA,"dietHFHS",0.00709012891695113,0.00434408813817042,1.63213284156275,20.5142545592399,0.117908155860678,-0.00195693970364985,0.0161371975375521,0.391469644584717,0.418749992222604,0.235816311721355
"Lachnoclostridium","fixed",NA,"treatmentFOS+GOS",0.0320771599149689,0.00433049444134548,7.40727423841297,16.542405383204,1.21041309707223e-06,0.022921324953932,0.0412329948760059,0.391469644584717,0.418749992222604,4.84165238828891e-06
"Lachnoclostridium","fixed",NA,"treatmentB. longum APC1472",-0.00166310058330923,0.00432254069461613,-0.384750705847762,19.8746677915958,0.704508394595412,-0.010683409014863,0.00735720784824451,0.391469644584717,0.418749992222604,0.704508394595412
"Lachnoclostridium","ran_pars","dam_cage","sd__(Intercept)",0.00294933321232365,NA,NA,NA,NA,NA,NA,0.391469644584717,0.418749992222604,NA
"Lachnoclostridium","ran_pars","cohort","sd__(Intercept)",0.00283873597478505,NA,NA,NA,NA,NA,NA,0.391469644584717,0.418749992222604,NA
"Lachnoclostridium","ran_pars","Residual","sd__Observation",0.0188953316627301,NA,NA,NA,NA,NA,NA,0.391469644584717,0.418749992222604,NA
"Colidextribacter","fixed",NA,"dietHFHS",0.0140807714282773,0.00470185834606011,2.99472472199767,18.9651650066158,0.00745886996186581,0.00423844523082747,0.0239230976257271,0.271293179297347,0.37443611090073,0.0149177399237316
"Colidextribacter","fixed",NA,"treatmentFOS+GOS",-0.0200304888413724,0.00472375674359002,-4.24037263742529,15.4213736593715,0.000672657833604102,-0.0300750295838882,-0.00998594809885653,0.271293179297347,0.37443611090073,0.00269063133441641
"Colidextribacter","fixed",NA,"treatmentB. longum APC1472",0.00861220587929756,0.00472354083912952,1.82325212644603,19.3130340629715,0.0837827040341474,-0.00126344410245257,0.0184878558610477,0.271293179297347,0.37443611090073,0.0837827040341474
"Colidextribacter","ran_pars","dam_cage","sd__(Intercept)",0.00479916419118488,NA,NA,NA,NA,NA,NA,0.271293179297347,0.37443611090073,NA
"Colidextribacter","ran_pars","cohort","sd__(Intercept)",0.00513839627879319,NA,NA,NA,NA,NA,NA,0.271293179297347,0.37443611090073,NA
"Colidextribacter","ran_pars","Residual","sd__Observation",0.0173154498475961,NA,NA,NA,NA,NA,NA,0.271293179297347,0.37443611090073,NA
"Faecalibaculum","fixed",NA,"dietHFHS",0.000183879624776189,0.00545811837553106,0.0336891969218784,9.70808740218555,0.973807568401766,-0.0120273164455118,0.0123950756950642,0.0424023109842957,0.17324185164728,1
"Faecalibaculum","fixed",NA,"treatmentFOS+GOS",-0.0100198482297953,0.0055622386469143,-1.80140566880457,8.43872310689948,0.10737229650434,-0.0227312423766753,0.00269154591708471,0.0424023109842957,0.17324185164728,0.322116889513021
"Faecalibaculum","fixed",NA,"treatmentB. longum APC1472",-0.0021638556012498,0.00545087572713358,-0.396973937688301,9.69514715909428,0.699984505928462,-0.0143611285028551,0.0100334173003555,0.0424023109842957,0.17324185164728,1
"Faecalibaculum","ran_pars","dam_cage","sd__(Intercept)",0.00656973887546152,NA,NA,NA,NA,NA,NA,0.0424023109842957,0.17324185164728,NA
"Faecalibaculum","ran_pars","cohort","sd__(Intercept)",0.00302776992974449,NA,NA,NA,NA,NA,NA,0.0424023109842957,0.17324185164728,NA
"Faecalibaculum","ran_pars","Residual","sd__Observation",0.0181840397415033,NA,NA,NA,NA,NA,NA,0.0424023109842957,0.17324185164728,NA
"Lachnospiraceae UCG-006","fixed",NA,"dietHFHS",0.000848082439853124,0.00200066028321584,0.423901272478867,20.2538109789393,0.676105928719668,-0.00332187164567852,0.00501803652538477,0.239780238726099,0.250219031837078,1
"Lachnospiraceae UCG-006","fixed",NA,"treatmentFOS+GOS",0.0118838500305721,0.00198653386738578,5.98220358871145,16.5846208688435,1.64763362347024e-05,0.00768461916585387,0.0160830808952903,0.239780238726099,0.250219031837078,6.59053449388097e-05
"Lachnospiraceae UCG-006","fixed",NA,"treatmentB. longum APC1472",7.67308913706357e-05,0.00198308354834707,0.0386927174271564,19.3523045596367,0.969531753556236,-0.00406880237912427,0.00422226416186554,0.239780238726099,0.250219031837078,1
"Lachnospiraceae UCG-006","ran_pars","dam_cage","sd__(Intercept)",0.00079788935985652,NA,NA,NA,NA,NA,NA,0.239780238726099,0.250219031837078,NA
"Lachnospiraceae UCG-006","ran_pars","cohort","sd__(Intercept)",0.000770596999619783,NA,NA,NA,NA,NA,NA,0.239780238726099,0.250219031837078,NA
"Lachnospiraceae UCG-006","ran_pars","Residual","sd__Observation",0.00940098903886762,NA,NA,NA,NA,NA,NA,0.239780238726099,0.250219031837078,NA
"Coriobacteriaceae UCG-002","fixed",NA,"dietHFHS",0.002263667300898,0.00480298977942454,0.47130379302394,15.8074988753352,0.64386274954478,-0.00792830275670224,0.0124556373584982,0.0667032799726769,0.444317440103074,1
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentFOS+GOS",0.00315603025968068,0.00498505028899966,0.633098981297136,14.8290574288446,0.536311083747612,-0.0074800309057088,0.0137920914250702,0.0667032799726769,0.444317440103074,1
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentB. longum APC1472",-0.00619782917811799,0.00481674997171658,-1.28672428805957,16.0754644821604,0.21641198751466,-0.0164049885742224,0.00400933021798639,0.0667032799726769,0.444317440103074,0.86564795005864
"Coriobacteriaceae UCG-002","ran_pars","dam_cage","sd__(Intercept)",0.00732132393440957,NA,NA,NA,NA,NA,NA,0.0667032799726769,0.444317440103074,NA
"Coriobacteriaceae UCG-002","ran_pars","cohort","sd__(Intercept)",0.00369943964214351,NA,NA,NA,NA,NA,NA,0.0667032799726769,0.444317440103074,NA
"Coriobacteriaceae UCG-002","ran_pars","Residual","sd__Observation",0.00995077459586188,NA,NA,NA,NA,NA,NA,0.0667032799726769,0.444317440103074,NA
"Turicibacter","fixed",NA,"dietHFHS",-0.00700392674840687,0.00337557837526339,-2.07488198162792,19.3585687632784,0.0515614144787144,-0.0140602466432338,5.23931464200154e-05,0.0963702778435222,NA,0.154684243436143
"Turicibacter","fixed",NA,"treatmentFOS+GOS",-0.00160149554865329,0.0034579885997565,-0.463129215858625,17.7444136127063,0.648901376444444,-0.00887396802590447,0.00567097692859788,0.0963702778435222,NA,0.691833834218979
"Turicibacter","fixed",NA,"treatmentB. longum APC1472",0.00325544657511805,0.00336829640214487,0.966496467782658,19.0334078757163,0.345916917109489,-0.003793641390586,0.0103045345408221,0.0963702778435222,NA,0.691833834218979
"Turicibacter","ran_pars","dam_cage","sd__(Intercept)",0.00451058184330634,NA,NA,NA,NA,NA,NA,0.0963702778435222,NA,NA
"Turicibacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0963702778435222,NA,NA
"Turicibacter","ran_pars","Residual","sd__Observation",0.0100907290787707,NA,NA,NA,NA,NA,NA,0.0963702778435222,NA,NA
"Mucispirillum","fixed",NA,"dietHFHS",0.000598792691195458,0.00329565860738391,0.181691359006016,17.5393987623265,0.857908210104141,-0.00633818554080424,0.00753577092319515,0.0130629491358589,0.198101999062545,1
"Mucispirillum","fixed",NA,"treatmentFOS+GOS",-0.00330848666370892,0.00337784889705825,-0.979465560638389,15.570604845061,0.342324279524615,-0.0104852892029331,0.00386831587551525,0.0130629491358589,0.198101999062545,1
"Mucispirillum","fixed",NA,"treatmentB. longum APC1472",-0.00106782532202785,0.00329543887118395,-0.324031294091101,17.8183979865365,0.749686982425518,-0.00799634684396479,0.00586069619990909,0.0130629491358589,0.198101999062545,1
"Mucispirillum","ran_pars","dam_cage","sd__(Intercept)",0.00432439781711941,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Mucispirillum","ran_pars","cohort","sd__(Intercept)",0.00193262417921656,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Mucispirillum","ran_pars","Residual","sd__Observation",0.00986041716397044,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Dubosiella","fixed",NA,"dietHFHS",0.000752516580250017,0.00207329273116766,0.362957226896853,18.8108623717973,0.720683308106022,-0.00358988999662206,0.00509492315712209,0.231523767012478,0.480199778849736,1
"Dubosiella","fixed",NA,"treatmentFOS+GOS",0.00678629187928966,0.00214628705805824,3.1618752271792,17.5504495428607,0.00552553796418675,0.00226881672808068,0.0113037670304986,0.231523767012478,0.480199778849736,0.022102151856747
"Dubosiella","fixed",NA,"treatmentB. longum APC1472",-0.000845016139372512,0.00207620593276981,-0.407000156407991,18.9987162105336,0.688556698944382,-0.0051905849729804,0.00350055269423538,0.231523767012478,0.480199778849736,1
"Dubosiella","ran_pars","dam_cage","sd__(Intercept)",0.00306793285364119,NA,NA,NA,NA,NA,NA,0.231523767012478,0.480199778849736,NA
"Dubosiella","ran_pars","cohort","sd__(Intercept)",0.00130541397855846,NA,NA,NA,NA,NA,NA,0.231523767012478,0.480199778849736,NA
"Dubosiella","ran_pars","Residual","sd__Observation",0.00482038534301718,NA,NA,NA,NA,NA,NA,0.231523767012478,0.480199778849736,NA
"Intestinimonas","fixed",NA,"dietHFHS",0.00971322912417807,0.00184978715247572,5.25099826278828,184.903992405393,4.13027936271624e-07,0.00606382716843156,0.0133626310799246,0.409230111603511,NA,1.23908380881487e-06
"Intestinimonas","fixed",NA,"treatmentFOS+GOS",-0.0149571485723617,0.00180433333712236,-8.28957059354459,191.927668570695,1.94348229724708e-14,-0.0185160178222954,-0.011398279322428,0.409230111603511,NA,7.77392918898833e-14
"Intestinimonas","fixed",NA,"treatmentB. longum APC1472",0.00252467735023067,0.0018575823329748,1.35912002682948,163.025510454302,0.175985767449727,-0.00114334616720383,0.00619270086766518,0.409230111603511,NA,0.175985767449727
"Intestinimonas","ran_pars","dam_cage","sd__(Intercept)",3.29819450129954e-11,NA,NA,NA,NA,NA,NA,0.409230111603511,NA,NA
"Intestinimonas","ran_pars","cohort","sd__(Intercept)",0.00246222118859254,NA,NA,NA,NA,NA,NA,0.409230111603511,NA,NA
"Intestinimonas","ran_pars","Residual","sd__Observation",0.00860209623079797,NA,NA,NA,NA,NA,NA,0.409230111603511,NA,NA
"Roseburia","fixed",NA,"dietHFHS",0.00322165657736215,0.0017060710709003,1.88834840020004,16.8073756888361,0.0763648577623525,-0.000380983789048571,0.00682429694377288,0.210194862378782,0.244569993272737,0.0763648577623525
"Roseburia","fixed",NA,"treatmentFOS+GOS",-0.00483199820728247,0.00171040167580523,-2.82506634297328,13.8816896935952,0.013588122464898,-0.00850338031825387,-0.00116061609631107,0.210194862378782,0.244569993272737,0.0271762449297961
"Roseburia","fixed",NA,"treatmentB. longum APC1472",0.00502714909469033,0.00169551010015778,2.96497738009494,16.396274385879,0.00893839076496003,0.0014398754651146,0.00861442272426606,0.210194862378782,0.244569993272737,0.0268151722948801
"Roseburia","ran_pars","dam_cage","sd__(Intercept)",0.00136706935260375,NA,NA,NA,NA,NA,NA,0.210194862378782,0.244569993272737,NA
"Roseburia","ran_pars","cohort","sd__(Intercept)",0.000705642278475063,NA,NA,NA,NA,NA,NA,0.210194862378782,0.244569993272737,NA
"Roseburia","ran_pars","Residual","sd__Observation",0.00721201465043573,NA,NA,NA,NA,NA,NA,0.210194862378782,0.244569993272737,NA
"Odoribacter","fixed",NA,"dietHFHS",-0.00481158842215931,0.00284697370943431,-1.69007125222641,17.8561070758392,0.108396665700541,-0.0107963150520797,0.00117313820776113,0.130164089352244,0.498141256111468,0.325189997101623
"Odoribacter","fixed",NA,"treatmentFOS+GOS",-0.000367523483234942,0.0029595914553892,-0.124180478547371,17.5991827467398,0.902579707729514,-0.00659556052946527,0.00586051356299539,0.130164089352244,0.498141256111468,0.902579707729514
"Odoribacter","fixed",NA,"treatmentB. longum APC1472",-0.00258983495270824,0.00284663298480809,-0.909788851084657,17.87673898611,0.375037683435591,-0.00857334609265121,0.00339367618723472,0.130164089352244,0.498141256111468,0.750075366871182
"Odoribacter","ran_pars","dam_cage","sd__(Intercept)",0.00450848893870293,NA,NA,NA,NA,NA,NA,0.130164089352244,0.498141256111468,NA
"Odoribacter","ran_pars","cohort","sd__(Intercept)",0.000483102265294332,NA,NA,NA,NA,NA,NA,0.130164089352244,0.498141256111468,NA
"Odoribacter","ran_pars","Residual","sd__Observation",0.00529529783142083,NA,NA,NA,NA,NA,NA,0.130164089352244,0.498141256111468,NA
"Clostridium sensu stricto 1","fixed",NA,"dietHFHS",0.00327894843973067,0.00139181037917877,2.35588733119335,18.1499510105007,0.0299163252850156,0.00035659402225605,0.0062013028572053,0.0758132185440991,0.197866567166758,0.119665301140062
"Clostridium sensu stricto 1","fixed",NA,"treatmentFOS+GOS",-0.00313489610610243,0.00141828773765767,-2.21033858142197,15.9570551588162,0.0420372692758086,-0.00614218956426794,-0.000127602647936929,0.0758132185440991,0.197866567166758,0.126111807827426
"Clostridium sensu stricto 1","fixed",NA,"treatmentB. longum APC1472",-0.000793519056557076,0.00138943570933377,-0.57110886903689,18.0261588041909,0.574977707112181,-0.00371231155207288,0.00212527343895873,0.0758132185440991,0.197866567166758,1
"Clostridium sensu stricto 1","ran_pars","dam_cage","sd__(Intercept)",0.00167115308695533,NA,NA,NA,NA,NA,NA,0.0758132185440991,0.197866567166758,NA
"Clostridium sensu stricto 1","ran_pars","cohort","sd__(Intercept)",0.000715355307900566,NA,NA,NA,NA,NA,NA,0.0758132185440991,0.197866567166758,NA
"Clostridium sensu stricto 1","ran_pars","Residual","sd__Observation",0.00466015549696843,NA,NA,NA,NA,NA,NA,0.0758132185440991,0.197866567166758,NA
"Desulfovibrio","fixed",NA,"dietHFHS",0.00275060339159107,0.00170046066519856,1.61756366841329,175.840458072497,0.107549113845066,-0.000605335285330282,0.00610654206851243,0.154964162471034,NA,0.215098227690132
"Desulfovibrio","fixed",NA,"treatmentFOS+GOS",-0.00788452168440933,0.00166831827065087,-4.7260296929634,189.716325129086,4.4503432319908e-06,-0.0111753580292438,-0.00459368533957484,0.154964162471034,NA,1.33510296959724e-05
"Desulfovibrio","fixed",NA,"treatmentB. longum APC1472",0.000773955563303353,0.00169649086467967,0.456209685190078,154.290526961082,0.648880709470227,-0.00257739190564869,0.0041253030322554,0.154964162471034,NA,0.648880709470227
"Desulfovibrio","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.154964162471034,NA,NA
"Desulfovibrio","ran_pars","cohort","sd__(Intercept)",0.00167436627262272,NA,NA,NA,NA,NA,NA,0.154964162471034,NA,NA
"Desulfovibrio","ran_pars","Residual","sd__Observation",0.00799995207804724,NA,NA,NA,NA,NA,NA,0.154964162471034,NA,NA
"Acetatifactor","fixed",NA,"dietHFHS",0.00424281701309102,0.00136490980325463,3.10849625592403,172.262146029676,0.00220043524494252,0.00154871588387999,0.00693691814230205,0.0690665584253469,NA,0.00880174097977008
"Acetatifactor","fixed",NA,"treatmentFOS+GOS",-0.00130860540466601,0.00134032681879458,-0.976333075124842,188.587338200004,0.330150155357608,-0.00395256477161929,0.00133535396228726,0.0690665584253469,NA,0.990450466072824
"Acetatifactor","fixed",NA,"treatmentB. longum APC1472",0.000131498022570464,0.00136052629067667,0.0966523201143451,149.655040448924,0.9231318185966,-0.00255682352005563,0.00281981956519655,0.0690665584253469,NA,0.990450466072824
"Acetatifactor","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0690665584253469,NA,NA
"Acetatifactor","ran_pars","cohort","sd__(Intercept)",0.00127707903160068,NA,NA,NA,NA,NA,NA,0.0690665584253469,NA,NA
"Acetatifactor","ran_pars","Residual","sd__Observation",0.00643442726704345,NA,NA,NA,NA,NA,NA,0.0690665584253469,NA,NA
"Incertae Sedis","fixed",NA,"dietHFHS",-9.22314840102308e-05,0.00162770315764247,-0.0566635774939558,16.3298088220018,0.955500736206578,-0.00353715276344623,0.00335268979542577,0.105206589157571,0.231445269838187,1
"Incertae Sedis","fixed",NA,"treatmentFOS+GOS",-0.00625579566693402,0.00158841322600802,-3.93839308594528,12.2802886094799,0.0018859686974946,-0.00970791016038574,-0.00280368117348231,0.105206589157571,0.231445269838187,0.00565790609248379
"Incertae Sedis","fixed",NA,"treatmentB. longum APC1472",-0.000607707523142634,0.00164758214235443,-0.368848088068135,16.2988378951927,0.716988489847218,-0.00409522825990421,0.00287981321361894,0.105206589157571,0.231445269838187,1
"Incertae Sedis","ran_pars","dam_cage","sd__(Intercept)",0.000723955973200376,NA,NA,NA,NA,NA,NA,0.105206589157571,0.231445269838187,NA
