"genus","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Faecalibaculum","ran_pars","Residual","sd__Observation",0.0299071602517729,NA,NA,NA,NA,NA,NA,0.126380598720863,NA,NA
"Alistipes","fixed",NA,"dietHFHS",-0.0254632865085675,0.0108058630501164,-2.35643246545616,23.9999999995857,0.0269530395310296,-0.0477654917148725,-0.00316108130226241,0.445875366957517,NA,0.0808591185930888
"Alistipes","fixed",NA,"treatmentFOS+GOS",-0.0246158529058592,0.0108058630501164,-2.27800896528982,23.9999999995857,0.0319208825205882,-0.0469180581121642,-0.00231364769955414,0.445875366957517,NA,0.0808591185930888
"Alistipes","fixed",NA,"treatmentB. longum APC1472",0.00465320472684951,0.0108058630501164,0.430618517490778,23.9999999994256,0.670588373352436,-0.0176490004794634,0.0269554099331624,0.445875366957517,NA,0.670588373352436
"Alistipes","ran_pars","cohort","sd__(Intercept)",2.06802113519659e-12,NA,NA,NA,NA,NA,NA,0.445875366957517,NA,NA
"Alistipes","ran_pars","Residual","sd__Observation",0.0202159186509678,NA,NA,NA,NA,NA,NA,0.445875366957517,NA,NA
"Colidextribacter","fixed",NA,"dietHFHS",0.0309938149147794,0.00831138362415316,3.72908005650351,21.5296073512341,0.00119887090336175,0.0137351990906368,0.048252430738922,0.581451670556897,0.661576980622925,0.00359661271008524
"Colidextribacter","fixed",NA,"treatmentFOS+GOS",-0.0413560500101488,0.00834622134500664,-4.95506269251908,21.5241153197017,6.23251431989924e-05,-0.0586872687706719,-0.0240248312496256,0.581451670556897,0.661576980622925,0.00024930057279597
"Colidextribacter","fixed",NA,"treatmentB. longum APC1472",0.00515570658062352,0.00833089922734566,0.618865555797415,21.8793404724658,0.542395368818166,-0.0121270468932198,0.0224384600544668,0.581451670556897,0.661576980622925,0.542395368818166
"Colidextribacter","ran_pars","cohort","sd__(Intercept)",0.00748640001777702,NA,NA,NA,NA,NA,NA,0.581451670556897,0.661576980622925,NA
"Colidextribacter","ran_pars","Residual","sd__Observation",0.0153857302973664,NA,NA,NA,NA,NA,NA,0.581451670556897,0.661576980622925,NA
"Turicibacter","fixed",NA,"dietHFHS",-0.0250916884130592,0.0103860816714955,-2.41589554238949,20.3210260915076,0.0252201236983802,-0.0467347548558056,-0.00344862197031287,0.186706445401204,0.442345929373472,0.0756603710951406
"Turicibacter","fixed",NA,"treatmentFOS+GOS",-9.95810980137633e-05,0.0104239333224438,-0.00955312116198551,20.143161165638,0.992471810841688,-0.0218336222116465,0.021634460015619,0.186706445401204,0.442345929373472,1
"Turicibacter","fixed",NA,"treatmentB. longum APC1472",4.36546439953902e-05,0.0104417240878827,0.00418078888390186,20.9786013601387,0.996703724654151,-0.0216724480921401,0.0217597573801309,0.186706445401204,0.442345929373472,1
"Turicibacter","ran_pars","cohort","sd__(Intercept)",0.0129565525293035,NA,NA,NA,NA,NA,NA,0.186706445401204,0.442345929373472,NA
"Turicibacter","ran_pars","Residual","sd__Observation",0.0191362983064441,NA,NA,NA,NA,NA,NA,0.186706445401204,0.442345929373472,NA
"Lactobacillus","fixed",NA,"dietHFHS",-0.0255698768842116,0.0106934574907402,-2.39117019975563,23.9999999997718,0.0249879321206275,-0.0476400884181919,-0.00349966535023131,0.284845628824363,NA,0.0749637963618824
"Lactobacillus","fixed",NA,"treatmentFOS+GOS",0.0244433822816195,0.0106934574907402,2.28582591764972,23.9999999997718,0.0313906274648301,0.00237317074763923,0.0465135938155998,0.284845628824363,NA,0.0749637963618824
"Lactobacillus","fixed",NA,"treatmentB. longum APC1472",0.000449993234991786,0.0106934574907402,0.0420811730332727,23.9999999996344,0.96678212806035,-0.0216202182989952,0.0225202047689787,0.284845628824363,NA,0.96678212806035
"Lactobacillus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.284845628824363,NA,NA
"Lactobacillus","ran_pars","Residual","sd__Observation",0.0200056271051906,NA,NA,NA,NA,NA,NA,0.284845628824363,NA,NA
"Coriobacteriaceae UCG-002","fixed",NA,"dietHFHS",0.00917474519262881,0.0135288395569466,0.678162022249566,23.9999999993951,0.504155611592513,-0.0187474073094868,0.0370968976947444,0.0492878130176552,NA,1
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentFOS+GOS",0.00618831539965299,0.0135288395569466,0.457416570993003,23.9999999993951,0.651485543729226,-0.0217338371024626,0.0341104679017686,0.0492878130176552,NA,1
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentB. longum APC1472",-0.00438184314184748,0.0135288395569466,-0.32388906109819,23.9999999996005,0.748827720414174,-0.0323039956439504,0.0235403093602555,0.0492878130176552,NA,1
"Coriobacteriaceae UCG-002","ran_pars","cohort","sd__(Intercept)",1.87339213342267e-12,NA,NA,NA,NA,NA,NA,0.0492878130176552,NA,NA
"Coriobacteriaceae UCG-002","ran_pars","Residual","sd__Observation",0.0253101412313643,NA,NA,NA,NA,NA,NA,0.0492878130176552,NA,NA
"Rikenellaceae RC9 gut group","fixed",NA,"dietHFHS",0.0122501850251439,0.00820739086987487,1.49257970277838,18.9594010082989,0.152001374870074,-0.0049305715358242,0.0294309415861119,0.282260416909236,0.562380809317267,0.152001374870074
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentFOS+GOS",-0.0332192915955732,0.00823228235580481,-4.03524686834257,18.6934314849603,0.00072701349450046,-0.0504688019933561,-0.0159697811977902,0.282260416909236,0.562380809317267,0.00290805397800184
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentB. longum APC1472",-0.0166847406364017,0.008269411147522,-2.01764555404909,19.8686367054947,0.0573385941132108,-0.0339417442406957,0.000572262967892215,0.282260416909236,0.562380809317267,0.114677188226422
"Rikenellaceae RC9 gut group","ran_pars","cohort","sd__(Intercept)",0.0120695933808868,NA,NA,NA,NA,NA,NA,0.282260416909236,0.562380809317267,NA
"Rikenellaceae RC9 gut group","ran_pars","Residual","sd__Observation",0.0150858038100868,NA,NA,NA,NA,NA,NA,0.282260416909236,0.562380809317267,NA
"Staphylococcus","fixed",NA,"dietHFHS",0.0122634794289519,0.00785870514300405,1.56049618935876,23.9999999994712,0.131733375900736,-0.00395609081197182,0.0284830496698756,0.118108820740162,NA,0.448136188268575
"Staphylococcus","fixed",NA,"treatmentFOS+GOS",-0.0129644725115781,0.00785870514300405,-1.64969575466504,23.9999999994712,0.112034047067144,-0.0291840427525018,0.00325509772934564,0.118108820740162,NA,0.448136188268575
"Staphylococcus","fixed",NA,"treatmentB. longum APC1472",-0.0110778459464031,0.00785870514300405,-1.40962738069703,23.9999999997755,0.171477213734893,-0.027297416187316,0.00514172429450975,0.118108820740162,NA,0.448136188268575
"Staphylococcus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.118108820740162,NA,NA
"Staphylococcus","ran_pars","Residual","sd__Observation",0.0147022910743997,NA,NA,NA,NA,NA,NA,0.118108820740162,NA,NA
"Lachnoclostridium","fixed",NA,"dietHFHS",0.0237854058062872,0.00866606314537699,2.74466103088296,21.099880004615,0.0121096445178238,0.00576853404539184,0.0418022775671827,0.218411698929164,0.35908145496154,0.0484385780712953
"Lachnoclostridium","fixed",NA,"treatmentFOS+GOS",-0.0107163877206093,0.00870236183217181,-1.23143439991105,21.1166655475112,0.231699111418102,-0.0288078537010064,0.00737507825978773,0.218411698929164,0.35908145496154,0.463398222836205
"Lachnoclostridium","fixed",NA,"treatmentB. longum APC1472",-0.00295106547741908,0.00868436481289261,-0.339813623794109,21.4860873548546,0.737296314410195,-0.0209863446975413,0.0150842137427031,0.218411698929164,0.35908145496154,0.737296314410195
"Lachnoclostridium","ran_pars","cohort","sd__(Intercept)",0.00751940317647761,NA,NA,NA,NA,NA,NA,0.218411698929164,0.35908145496154,NA
"Lachnoclostridium","ran_pars","Residual","sd__Observation",0.016050346903577,NA,NA,NA,NA,NA,NA,0.218411698929164,0.35908145496154,NA
"Lachnospiraceae NK4A136 group","fixed",NA,"dietHFHS",0.0021059205132229,0.0089266026440074,0.23591511767768,23.9999999993555,0.815500180446012,-0.0163176818439951,0.0205295228704409,0.188643460647874,NA,0.815500180446012
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentFOS+GOS",-0.0195037515691391,0.0089266026440074,-2.1849019550828,23.9999999993555,0.0388938307143987,-0.0379273539263571,-0.00108014921192107,0.188643460647874,NA,0.116681492143196
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentB. longum APC1472",-0.0124872929919272,0.0089266026440074,-1.39888527471425,23.9999999993555,0.17463836673442,-0.0309108953491452,0.00593630936529076,0.188643460647874,NA,0.34927673346884
"Lachnospiraceae NK4A136 group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.188643460647874,NA,NA
"Lachnospiraceae NK4A136 group","ran_pars","Residual","sd__Observation",0.0167001443608731,NA,NA,NA,NA,NA,NA,0.188643460647874,NA,NA
"Mucispirillum","fixed",NA,"dietHFHS",0.0165224713045529,0.00753432105192249,2.19296087738881,23.9999999998669,0.0382398727697442,0.000972396922641786,0.0320725456864641,0.199002113297037,NA,0.12448361791396
"Mucispirillum","fixed",NA,"treatmentFOS+GOS",-0.0172524533438955,0.00753432105192249,-2.28984844486993,23.9999999998669,0.03112090447849,-0.0328025277258066,-0.00170237896198435,0.199002113297037,NA,0.12448361791396
"Mucispirillum","fixed",NA,"treatmentB. longum APC1472",-0.011219194011392,0.00753432105192249,-1.48907830368196,23.9999999998661,0.149491065555357,-0.0267692683933032,0.00433088037051912,0.199002113297037,NA,0.298982131110714
"Mucispirillum","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Mucispirillum","ran_pars","Residual","sd__Observation",0.0140954240091261,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Lachnospiraceae UCG-006","fixed",NA,"dietHFHS",0.0105031980828932,0.00788539000640522,1.33198206738812,23.9999999994542,0.195377803942879,-0.0057714470092221,0.0267778431750085,0.0776356495436288,NA,0.781511215771518
"Lachnospiraceae UCG-006","fixed",NA,"treatmentFOS+GOS",-0.00123368855645288,0.00788539000640522,-0.156452446290008,23.9999999994542,0.876985029100794,-0.0175083336485682,0.0150409565356624,0.0776356495436288,NA,1
"Lachnospiraceae UCG-006","fixed",NA,"treatmentB. longum APC1472",-0.00642449135590369,0.00788539000640522,-0.814733494562113,23.9999999994046,0.423236203224609,-0.0226991364480208,0.00985015373621342,0.0776356495436288,NA,1
"Lachnospiraceae UCG-006","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0776356495436288,NA,NA
"Lachnospiraceae UCG-006","ran_pars","Residual","sd__Observation",0.0147522138825298,NA,NA,NA,NA,NA,NA,0.0776356495436288,NA,NA
"Intestinimonas","fixed",NA,"dietHFHS",0.0194323964805419,0.00591295610766529,3.2864097291963,21.2024749335925,0.0034877420596582,0.00714287734887771,0.0317219156122061,0.487506981383086,0.493685372212908,0.0104632261789746
"Intestinimonas","fixed",NA,"treatmentFOS+GOS",-0.0228095160146671,0.0059175965582963,-3.85452367189325,22.0000909018375,0.000859411029896766,-0.0350818572036309,-0.0105371748257032,0.487506981383086,0.493685372212908,0.00343764411958706
"Intestinimonas","fixed",NA,"treatmentB. longum APC1472",8.98578821767959e-05,0.00591303279816419,0.0151965810513843,21.2325532905677,0.988017241963237,-0.0121987713172405,0.0123784870815941,0.487506981383086,0.493685372212908,0.988017241963237
"Intestinimonas","ran_pars","cohort","sd__(Intercept)",0.00122095419502892,NA,NA,NA,NA,NA,NA,0.487506981383086,0.493685372212908,NA
"Intestinimonas","ran_pars","Residual","sd__Observation",0.0110527900371828,NA,NA,NA,NA,NA,NA,0.487506981383086,0.493685372212908,NA
"Dubosiella","fixed",NA,"dietHFHS",-0.000584758598827175,0.00666155916151446,-0.0877810411420612,23.9999999994871,0.930779046331794,-0.0143335409704924,0.0131640237728381,0.0752629532460232,NA,1
"Dubosiella","fixed",NA,"treatmentFOS+GOS",0.00774622548164072,0.00666155916151446,1.1628246922121,23.9999999994871,0.256332888534465,-0.00600255689002452,0.021495007853306,0.0752629532460232,NA,0.768998665603395
"Dubosiella","fixed",NA,"treatmentB. longum APC1472",-0.00114685472833649,0.00666155916151446,-0.172160105544384,23.9999999995218,0.864755172087011,-0.0148956371000007,0.0126019276433277,0.0752629532460232,NA,1
"Dubosiella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0752629532460232,NA,NA
"Dubosiella","ran_pars","Residual","sd__Observation",0.0124626360220561,NA,NA,NA,NA,NA,NA,0.0752629532460232,NA,NA
"Parasutterella","fixed",NA,"dietHFHS",0.00345698115719405,0.00413200261347742,0.836635762503721,23.9999999996619,0.411050675153636,-0.0050710530934116,0.0119850154077997,0.402975542617365,NA,1
"Parasutterella","fixed",NA,"treatmentFOS+GOS",0.0131007964698491,0.00413200261347742,3.17056829226536,23.9999999996619,0.00412395627024359,0.00457276221924346,0.0216288307204548,0.402975542617365,NA,0.0164958250809743
"Parasutterella","fixed",NA,"treatmentB. longum APC1472",0.00121624575050115,0.00413200261347742,0.294347768932695,23.9999999996619,0.771023037449657,-0.00731178850010451,0.0097442800011068,0.402975542617365,NA,1
"Parasutterella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"Parasutterella","ran_pars","Residual","sd__Observation",0.00773026905044352,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"GCA-900066575","fixed",NA,"dietHFHS",0.00777246836627495,0.00344286907731257,2.25755560020945,21.6713995703121,0.0343990904594339,0.000626112620180605,0.0149188241123693,0.379336917748118,0.448613836163602,0.103197271378302
"GCA-900066575","fixed",NA,"treatmentFOS+GOS",-0.012293728320905,0.00345594628424249,-3.5572683455639,21.8476027931653,0.00177820456450395,-0.0194638220000617,-0.00512363464174835,0.379336917748118,0.448613836163602,0.00711281825801578
"GCA-900066575","fixed",NA,"treatmentB. longum APC1472",-0.000231096720759271,0.00344599899417979,-0.0670623297190707,21.8883478001991,0.947140894878467,-0.00737977542685462,0.00691758198533608,0.379336917748118,0.448613836163602,0.947140894878467
"GCA-900066575","ran_pars","cohort","sd__(Intercept)",0.00226764238185533,NA,NA,NA,NA,NA,NA,0.379336917748118,0.448613836163602,NA
"GCA-900066575","ran_pars","Residual","sd__Observation",0.00639746939191677,NA,NA,NA,NA,NA,NA,0.379336917748118,0.448613836163602,NA
"Parabacteroides","fixed",NA,"dietHFHS",0.00386930500257561,0.00359507446863084,1.07627951419021,20.7729238018918,0.294143930259929,-0.00361204109500486,0.0113506511001561,0.0394043096160538,0.216252274528286,1
"Parabacteroides","fixed",NA,"treatmentFOS+GOS",-0.000770387908941336,0.00361014229100951,-0.213395441741969,20.7819099580781,0.833098101287,-0.0082828900518205,0.00674211423393783,0.0394043096160538,0.216252274528286,1
"Parabacteroides","fixed",NA,"treatmentB. longum APC1472",-0.00206934493143035,0.00360296869719386,-0.574344410219838,21.2038549942566,0.571778253999026,-0.00955774467878857,0.00541905481592788,0.0394043096160538,0.216252274528286,1
"Parabacteroides","ran_pars","cohort","sd__(Intercept)",0.00316230200477952,NA,NA,NA,NA,NA,NA,0.0394043096160538,0.216252274528286,NA
"Parabacteroides","ran_pars","Residual","sd__Observation",0.0066571977366494,NA,NA,NA,NA,NA,NA,0.0394043096160538,0.216252274528286,NA
"Desulfovibrio","fixed",NA,"dietHFHS",0.013383297197908,0.00447753877585873,2.98898521439187,22.0275202948686,0.00675903609258011,0.00409812271294766,0.0226684716828684,0.345368644815866,0.384728102776566,0.0135180721851602
"Desulfovibrio","fixed",NA,"treatmentFOS+GOS",-0.0162699902285135,0.00449009184426818,-3.62353172113459,22.3529879081845,0.00147497989986409,-0.0255733523658098,-0.00696662809121713,0.345368644815866,0.384728102776566,0.00571137011463064
"Desulfovibrio","fixed",NA,"treatmentB. longum APC1472",-0.0100452722574701,0.0044788404963364,-2.24282875572079,22.1339446428111,0.0352441218029043,-0.0193305609977867,-0.000759983517153458,0.345368644815866,0.384728102776566,0.0352441218029043
"Desulfovibrio","ran_pars","cohort","sd__(Intercept)",0.00211039029460385,NA,NA,NA,NA,NA,NA,0.345368644815866,0.384728102776566,NA
"Desulfovibrio","ran_pars","Residual","sd__Observation",0.00834395140262272,NA,NA,NA,NA,NA,NA,0.345368644815866,0.384728102776566,NA
"Tuzzerella","fixed",NA,"dietHFHS",0.00372889596046498,0.00326710019699572,1.14134729136679,21.937230666606,0.26603189363643,-0.00304777936859768,0.0105055712895276,0.290939912895005,0.358278654792991,0.640604500631126
"Tuzzerella","fixed",NA,"treatmentFOS+GOS",-0.00650003071886321,0.00327874974975465,-1.9824723492086,22.1452132719241,0.0599683239215882,-0.0132971572762427,0.000297095838516324,0.290939912895005,0.358278654792991,0.239873295686353
"Tuzzerella","fixed",NA,"treatmentB. longum APC1472",0.00418737990338394,0.00326931605031086,1.28081220626736,22.1059916678688,0.213534833543709,-0.00259088226246775,0.0109656420692356,0.290939912895005,0.358278654792991,0.640604500631126
"Tuzzerella","ran_pars","cohort","sd__(Intercept)",0.00196831082162916,NA,NA,NA,NA,NA,NA,0.290939912895005,0.358278654792991,NA
"Tuzzerella","ran_pars","Residual","sd__Observation",0.00607623306615549,NA,NA,NA,NA,NA,NA,0.290939912895005,0.358278654792991,NA
"Odoribacter","fixed",NA,"dietHFHS",-0.00700622418173804,0.00350633466898127,-1.99816185366402,24.0000000002114,0.0571515278193869,-0.0142429432616316,0.000230494898155507,0.471304986938957,NA,0.114303055638774
"Odoribacter","fixed",NA,"treatmentFOS+GOS",-0.0100122939434508,0.00350633466898127,-2.8554872505538,24.0000000002114,0.00872474867358105,-0.0172490130233443,-0.00277557486355724,0.471304986938957,NA,0.0261742460207431
"Odoribacter","fixed",NA,"treatmentB. longum APC1472",-0.00247920942928061,0.00350633466898127,-0.707065828944652,24.0000000000193,0.486334839899825,-0.00971592850917722,0.004757509650616,0.471304986938957,NA,0.486334839899825
"Odoribacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.471304986938957,NA,NA
"Odoribacter","ran_pars","Residual","sd__Observation",0.00655975150734766,NA,NA,NA,NA,NA,NA,0.471304986938957,NA,NA
"A2","fixed",NA,"dietHFHS",-0.00214149622959002,0.00408340173193938,-0.524439271512218,23.9999999995509,0.604783632702801,-0.0105692231906974,0.0062862307315174,0.0145565414595346,NA,1
"A2","fixed",NA,"treatmentFOS+GOS",0.000390850388051735,0.00408340173193938,0.0957168590576326,23.9999999995509,0.924540200708028,-0.00803687657305569,0.00881857734915916,0.0145565414595346,NA,1
"A2","fixed",NA,"treatmentB. longum APC1472",-0.000138344779572072,0.00408340173193938,-0.0338797866714834,23.9999999995509,0.973253214372319,-0.0085660717406795,0.00828938218153535,0.0145565414595346,NA,1
"A2","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0145565414595346,NA,NA
"A2","ran_pars","Residual","sd__Observation",0.00763934512673825,NA,NA,NA,NA,NA,NA,0.0145565414595346,NA,NA
"Oscillibacter","fixed",NA,"dietHFHS",0.00870253797686234,0.00348259623307306,2.49886504045954,21.6954111420414,0.0205387557462979,0.00147419190131928,0.0159308840524054,0.340151194613487,0.384205273459553,0.0616162672388936
"Oscillibacter","fixed",NA,"treatmentFOS+GOS",-0.00918387859227007,0.00349298591109755,-2.62923436452807,22.0396587099079,0.0153051324957427,-0.0164271323113343,-0.00194062487320579,0.340151194613487,0.384205273459553,0.0612205299829707
"Oscillibacter","fixed",NA,"treatmentB. longum APC1472",0.000988203453397441,0.00348382819750089,0.283654473577752,21.8306656892447,0.779347920314217,-0.00624006470147771,0.00821647160827259,0.340151194613487,0.384205273459553,0.779347920314217
"Oscillibacter","ran_pars","cohort","sd__(Intercept)",0.00173516336201758,NA,NA,NA,NA,NA,NA,0.340151194613487,0.384205273459553,NA
"Oscillibacter","ran_pars","Residual","sd__Observation",0.00648731952822733,NA,NA,NA,NA,NA,NA,0.340151194613487,0.384205273459553,NA
"Dorea","fixed",NA,"dietHFHS",0.00702622050856524,0.00318918486261692,2.20313992798768,22.1324327748954,0.0382889752264907,0.000414549729828642,0.0136378912873018,0.21905809380399,0.227730358134718,0.153155900905963
"Dorea","fixed",NA,"treatmentFOS+GOS",-0.00652016705115396,0.00319150690148844,-2.04297444824986,22.6873103856975,0.0528408277301247,-0.0131273408050853,8.70067027774219e-05,0.21905809380399,0.227730358134718,0.158522483190374
"Dorea","fixed",NA,"treatmentB. longum APC1472",-0.00121393482138369,0.00318922003753176,-0.38063689776739,22.1517370261923,0.707098442683592,-0.00782534657311975,0.00539747693035237,0.21905809380399,0.227730358134718,1
"Dorea","ran_pars","cohort","sd__(Intercept)",0.00063176729611663,NA,NA,NA,NA,NA,NA,0.21905809380399,0.227730358134718,NA
"Dorea","ran_pars","Residual","sd__Observation",0.0059617720783246,NA,NA,NA,NA,NA,NA,0.21905809380399,0.227730358134718,NA
"Erysipelatoclostridium","fixed",NA,"dietHFHS",0.0110865776043954,0.00348469250632784,3.18150814864248,20.3515809630154,0.00461764487161293,0.00382567820020015,0.0183474770085906,0.327277523683353,0.341282333271868,0.0184705794864517
"Erysipelatoclostridium","fixed",NA,"treatmentFOS+GOS",-0.0109215663901223,0.00348911883571312,-3.13017896620025,21.2637735624982,0.00500628238769724,-0.0181721094573203,-0.00367102332292437,0.327277523683353,0.341282333271868,0.0184705794864517
"Erysipelatoclostridium","fixed",NA,"treatmentB. longum APC1472",-0.00654117925583377,0.00348482459529338,-1.87704691497768,20.4164435475811,0.0748766798299133,-0.013800902268046,0.000718543756378438,0.327277523683353,0.341282333271868,0.149753359659827
"Erysipelatoclostridium","ran_pars","cohort","sd__(Intercept)",0.000949211024120245,NA,NA,NA,NA,NA,NA,0.327277523683353,0.341282333271868,NA
"Erysipelatoclostridium","ran_pars","Residual","sd__Observation",0.00650989261859291,NA,NA,NA,NA,NA,NA,0.327277523683353,0.341282333271868,NA
