"family","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Erysipelotrichaceae","fixed",NA,"dietHFHS",-0.0401438909072721,0.0246868526100248,-1.6261242994974,23.9999999998734,0.116983741006884,-0.0910950505002395,0.0108072686856953,0.158417869240887,NA,0.350951223020651
"Erysipelotrichaceae","fixed",NA,"treatmentFOS+GOS",-0.0132455398306946,0.0246868526100248,-0.536542265631543,23.9999999998734,0.596522819154048,-0.064196699423662,0.0377056197622727,0.158417869240887,NA,1
"Erysipelotrichaceae","fixed",NA,"treatmentB. longum APC1472",0.00699385564723355,0.0246868526100248,0.283302847783581,23.9999999998734,0.779374095893636,-0.0439573039457339,0.0579450152402009,0.158417869240887,NA,1
"Erysipelotrichaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.158417869240887,NA,NA
"Erysipelotrichaceae","ran_pars","Residual","sd__Observation",0.0461848722122494,NA,NA,NA,NA,NA,NA,0.158417869240887,NA,NA
"Peptostreptococcaceae","fixed",NA,"dietHFHS",0.0468891028301003,0.0174764031724742,2.68299502863106,21.6733729619236,0.0136933465949162,0.0106135658900324,0.0831646397701683,0.468723769964618,0.557261751089103,0.0547733863796647
"Peptostreptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.0450481070376475,0.0175492255361636,-2.56695698307695,21.7118663467344,0.0176905586176029,-0.0814709969756835,-0.0086252170996116,0.468723769964618,0.557261751089103,0.0547733863796647
"Peptostreptococcaceae","fixed",NA,"treatmentB. longum APC1472",0.0312459441284934,0.0175087106030778,1.78459424207975,21.9730440993126,0.0881423868221616,-0.00506748211250105,0.0675593703694878,0.468723769964618,0.557261751089103,0.176284773644323
"Peptostreptococcaceae","ran_pars","cohort","sd__(Intercept)",0.0144832600222562,NA,NA,NA,NA,NA,NA,0.468723769964618,0.557261751089103,NA
"Peptostreptococcaceae","ran_pars","Residual","sd__Observation",0.0323873222052663,NA,NA,NA,NA,NA,NA,0.468723769964618,0.557261751089103,NA
"Rikenellaceae","fixed",NA,"dietHFHS",-0.0209272876598124,0.0139263562428351,-1.50271092415715,23.9999999995586,0.145958669938584,-0.0496698742781472,0.00781529895852243,0.601756325978066,NA,0.291917339877168
"Rikenellaceae","fixed",NA,"treatmentFOS+GOS",-0.0640161667696572,0.0139263562428351,-4.5967635505944,23.9999999995586,0.000115786677885876,-0.092758753387992,-0.0352735801513223,0.601756325978066,NA,0.000347360033657628
"Rikenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.0071441052323143,0.0139263562428351,-0.512991704918494,23.9999999995596,0.612646957691883,-0.0358866918506491,0.0215984813860205,0.601756325978066,NA,0.612646957691883
"Rikenellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.601756325978066,NA,NA
"Rikenellaceae","ran_pars","Residual","sd__Observation",0.0260538268534247,NA,NA,NA,NA,NA,NA,0.601756325978066,NA,NA
"Atopobiaceae","fixed",NA,"dietHFHS",0.00917474519262881,0.0135288395569466,0.678162022249566,23.9999999993951,0.504155611592513,-0.0187474073094868,0.0370968976947444,0.0492878130176552,NA,1
"Atopobiaceae","fixed",NA,"treatmentFOS+GOS",0.00618831539965299,0.0135288395569466,0.457416570993003,23.9999999993951,0.651485543729226,-0.0217338371024626,0.0341104679017686,0.0492878130176552,NA,1
"Atopobiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00438184314184748,0.0135288395569466,-0.32388906109819,23.9999999996005,0.748827720414174,-0.0323039956439504,0.0235403093602555,0.0492878130176552,NA,1
"Atopobiaceae","ran_pars","cohort","sd__(Intercept)",1.87339213342267e-12,NA,NA,NA,NA,NA,NA,0.0492878130176552,NA,NA
"Atopobiaceae","ran_pars","Residual","sd__Observation",0.0253101412313643,NA,NA,NA,NA,NA,NA,0.0492878130176552,NA,NA
"Ruminococcaceae","fixed",NA,"dietHFHS",0.0221794908029476,0.00907930446120583,2.44286232472062,21.342235604051,0.0233426322831619,0.00331646250148854,0.0410425191044067,0.426759011136542,0.450294507576876,0.0466852645663237
"Ruminococcaceae","fixed",NA,"treatmentFOS+GOS",-0.0385700183113077,0.00909903067778475,-4.2389150753691,21.8842513198071,0.000339909722858356,-0.057446041405422,-0.0196939952171934,0.426759011136542,0.450294507576876,0.00135963889143342
"Ruminococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.00814984149891771,0.009080584876755,-0.897501824995893,21.4387404318434,0.379420027605444,-0.0270104476848527,0.0107107646870173,0.426759011136542,0.450294507576876,0.379420027605444
"Ruminococcaceae","ran_pars","cohort","sd__(Intercept)",0.00350500486669577,NA,NA,NA,NA,NA,NA,0.426759011136542,0.450294507576876,NA
"Ruminococcaceae","ran_pars","Residual","sd__Observation",0.0169391643507676,NA,NA,NA,NA,NA,NA,0.426759011136542,0.450294507576876,NA
"Staphylococcaceae","fixed",NA,"dietHFHS",0.012135337071223,0.00785055079270899,1.54579435146047,23.9999999992511,0.135239808138627,-0.00406740341786355,0.0283380775603096,0.118784175626916,NA,0.435541698428701
"Staphylococcaceae","fixed",NA,"treatmentFOS+GOS",-0.013072332319207,0.00785055079270899,-1.66514842899272,23.9999999992511,0.108885424607175,-0.0292750728082936,0.00313040816987965,0.118784175626916,NA,0.435541698428701
"Staphylococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.011185705754032,0.00785055079270899,-1.42483069651882,23.9999999992511,0.167081277492393,-0.0273884462431186,0.00501703473505464,0.118784175626916,NA,0.435541698428701
"Staphylococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.118784175626916,NA,NA
"Staphylococcaceae","ran_pars","Residual","sd__Observation",0.0146870356818918,NA,NA,NA,NA,NA,NA,0.118784175626916,NA,NA
"Tannerellaceae","fixed",NA,"dietHFHS",0.00173895811817301,0.00682442022538062,0.254814044379282,21.136843565426,0.80132957750055,-0.0124476080384453,0.0159255242747913,0.0234131757893361,0.141592983590324,1
"Tannerellaceae","fixed",NA,"treatmentFOS+GOS",0.00294215933322422,0.00685103869927707,0.429447192224251,21.3145139221668,0.671907731822023,-0.0112925653191892,0.0171768839856377,0.0234131757893361,0.141592983590324,1
"Tannerellaceae","fixed",NA,"treatmentB. longum APC1472",-0.0023566087507961,0.00683159358590387,-0.34495739846976,21.4161908327879,0.733491238257936,-0.0165468928796692,0.011833675378077,0.0234131757893361,0.141592983590324,1
"Tannerellaceae","ran_pars","cohort","sd__(Intercept)",0.00470293090968972,NA,NA,NA,NA,NA,NA,0.0234131757893361,0.141592983590324,NA
"Tannerellaceae","ran_pars","Residual","sd__Observation",0.0126748721789212,NA,NA,NA,NA,NA,NA,0.0234131757893361,0.141592983590324,NA
"Deferribacteraceae","fixed",NA,"dietHFHS",0.0165224713045529,0.00753432105192249,2.19296087738881,23.9999999998669,0.0382398727697442,0.000972396922641786,0.0320725456864641,0.199002113297037,NA,0.12448361791396
"Deferribacteraceae","fixed",NA,"treatmentFOS+GOS",-0.0172524533438955,0.00753432105192249,-2.28984844486993,23.9999999998669,0.03112090447849,-0.0328025277258066,-0.00170237896198435,0.199002113297037,NA,0.12448361791396
"Deferribacteraceae","fixed",NA,"treatmentB. longum APC1472",-0.011219194011392,0.00753432105192249,-1.48907830368196,23.9999999998661,0.149491065555357,-0.0267692683933032,0.00433088037051912,0.199002113297037,NA,0.298982131110714
"Deferribacteraceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Deferribacteraceae","ran_pars","Residual","sd__Observation",0.0140954240091261,NA,NA,NA,NA,NA,NA,0.199002113297037,NA,NA
"Desulfovibrionaceae","fixed",NA,"dietHFHS",0.0212969641238379,0.00578984331860629,3.67833168393309,22.1258059232821,0.00130785434272551,0.00929352120280088,0.0333004070448748,0.462805886397445,0.512497683805468,0.00392356302817652
"Desulfovibrionaceae","fixed",NA,"treatmentFOS+GOS",-0.0276285365193971,0.0058102523424657,-4.75513538671408,22.3235974432491,9.21347797763806e-05,-0.0396681431776266,-0.0155889298611675,0.462805886397445,0.512497683805468,0.000368539119105523
"Desulfovibrionaceae","fixed",NA,"treatmentB. longum APC1472",-0.0135505520999728,0.00579358588025634,-2.33888862270101,22.276774223099,0.0287051019119867,-0.0255570645414196,-0.00154403965852601,0.462805886397445,0.512497683805468,0.0287051019119867
"Desulfovibrionaceae","ran_pars","cohort","sd__(Intercept)",0.00343835824278208,NA,NA,NA,NA,NA,NA,0.462805886397445,0.512497683805468,NA
"Desulfovibrionaceae","ran_pars","Residual","sd__Observation",0.0107695389826998,NA,NA,NA,NA,NA,NA,0.462805886397445,0.512497683805468,NA
"Sutterellaceae","fixed",NA,"dietHFHS",0.00345698115719405,0.00413200261347742,0.836635762503721,23.9999999996619,0.411050675153636,-0.0050710530934116,0.0119850154077997,0.402975542617365,NA,1
"Sutterellaceae","fixed",NA,"treatmentFOS+GOS",0.0131007964698491,0.00413200261347742,3.17056829226536,23.9999999996619,0.00412395627024359,0.00457276221924346,0.0216288307204548,0.402975542617365,NA,0.0164958250809743
"Sutterellaceae","fixed",NA,"treatmentB. longum APC1472",0.00121624575050115,0.00413200261347742,0.294347768932695,23.9999999996619,0.771023037449657,-0.00731178850010451,0.0097442800011068,0.402975542617365,NA,1
"Sutterellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"Sutterellaceae","ran_pars","Residual","sd__Observation",0.00773026905044352,NA,NA,NA,NA,NA,NA,0.402975542617365,NA,NA
"Marinifilaceae","fixed",NA,"dietHFHS",-0.00700622418173804,0.00350633466898127,-1.99816185366402,24.0000000002114,0.0571515278193869,-0.0142429432616316,0.000230494898155507,0.471304986938957,NA,0.114303055638774
"Marinifilaceae","fixed",NA,"treatmentFOS+GOS",-0.0100122939434508,0.00350633466898127,-2.8554872505538,24.0000000002114,0.00872474867358105,-0.0172490130233443,-0.00277557486355724,0.471304986938957,NA,0.0261742460207431
"Marinifilaceae","fixed",NA,"treatmentB. longum APC1472",-0.00247920942928061,0.00350633466898127,-0.707065828944652,24.0000000000193,0.486334839899825,-0.00971592850917722,0.004757509650616,0.471304986938957,NA,0.486334839899825
"Marinifilaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.471304986938957,NA,NA
"Marinifilaceae","ran_pars","Residual","sd__Observation",0.00655975150734766,NA,NA,NA,NA,NA,NA,0.471304986938957,NA,NA
"Erysipelatoclostridiaceae","fixed",NA,"dietHFHS",0.0110598939050249,0.00349428292129382,3.16513978808842,20.4906158188607,0.00476577605682696,0.00378211945382689,0.018337668356223,0.324660362395173,0.3340916055943,0.0190631042273079
"Erysipelatoclostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.0108143704401098,0.0034974145056105,-3.09210430241011,21.4456466476644,0.00543060490780184,-0.0180784501225412,-0.00355029075767834,0.324660362395173,0.3340916055943,0.0190631042273079
"Erysipelatoclostridiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00653371173453927,0.00349434346748742,-1.86979665717786,20.5328502031019,0.0758398942625295,-0.0138106769633048,0.000743253494226252,0.324660362395173,0.3340916055943,0.151679788525059
"Erysipelatoclostridiaceae","ran_pars","cohort","sd__(Intercept)",0.000777223187214654,NA,NA,NA,NA,NA,NA,0.324660362395173,0.3340916055943,NA
"Erysipelatoclostridiaceae","ran_pars","Residual","sd__Observation",0.0065308321411266,NA,NA,NA,NA,NA,NA,0.324660362395173,0.3340916055943,NA
"[Eubacterium] coprostanoligenes group","fixed",NA,"dietHFHS",-0.000159957799313779,0.00234346097077779,-0.0682570784444039,22.1713646607097,0.946192837814191,-0.00501782139625226,0.0046979057976247,0.295949927301237,0.346721425299075,1
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentFOS+GOS",0.00702063994279574,0.00235076119226215,2.98653898401298,22.4303704827144,0.006711251470414,0.00215087729063494,0.0118904025949565,0.295949927301237,0.346721425299075,0.026845005881656
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentB. longum APC1472",0.00115531484483845,0.00234441801793239,0.49279387720171,22.2890382798903,0.626977968380774,-0.00370305757815614,0.00601368726783304,0.295949927301237,0.346721425299075,1
"[Eubacterium] coprostanoligenes group","ran_pars","cohort","sd__(Intercept)",0.00121659417248672,NA,NA,NA,NA,NA,NA,0.295949927301237,0.346721425299075,NA
"[Eubacterium] coprostanoligenes group","ran_pars","Residual","sd__Observation",0.00436400209812681,NA,NA,NA,NA,NA,NA,0.295949927301237,0.346721425299075,NA
"Eggerthellaceae","fixed",NA,"dietHFHS",0.00254407695455336,0.00145588389325441,1.74744494828256,22.2629018484437,0.0943418028993225,-0.000473175526220893,0.00556132943532761,0.380224194602686,0.406651464186915,0.188683605798645
"Eggerthellaceae","fixed",NA,"treatmentFOS+GOS",-0.00465324773596943,0.00145913383444878,-3.18904793111546,22.6223017100939,0.00414104066497615,-0.00767448706846376,-0.00163200840347511,0.380224194602686,0.406651464186915,0.0124231219949285
"Eggerthellaceae","fixed",NA,"treatmentB. longum APC1472",0.000736583826204033,0.00145610460636415,0.505859141564878,22.3310469069805,0.617912812746532,-0.00228059886719305,0.00375376651960112,0.380224194602686,0.406651464186915,0.617912812746532
"Eggerthellaceae","ran_pars","cohort","sd__(Intercept)",0.000573184180377341,NA,NA,NA,NA,NA,NA,0.380224194602686,0.406651464186915,NA
"Eggerthellaceae","ran_pars","Residual","sd__Observation",0.00271595759927204,NA,NA,NA,NA,NA,NA,0.380224194602686,0.406651464186915,NA
"Clostridiaceae","fixed",NA,"dietHFHS",0.002378406162861,0.00133657355912995,1.77948018394831,23.9999999995691,0.0878294158284059,-0.000380146083339965,0.00513695840906197,0.217094729847621,NA,0.263488247485218
"Clostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.00268082851878009,0.00133657355912995,-2.00574708400277,23.9999999995691,0.0562824918323646,-0.00543938076498105,7.7723727420877e-05,0.217094729847621,NA,0.225129967329459
"Clostridiaceae","fixed",NA,"treatmentB. longum APC1472",9.33746711566473e-05,0.00133657355912995,0.0698612287507995,23.9999999993777,0.944882965172157,-0.00266517757504548,0.00285192691735878,0.217094729847621,NA,1
"Clostridiaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.217094729847621,NA,NA
"Clostridiaceae","ran_pars","Residual","sd__Observation",0.00250050016524265,NA,NA,NA,NA,NA,NA,0.217094729847621,NA,NA
"Enterobacteriaceae","fixed",NA,"dietHFHS",-0.00185284645943351,0.00125412990610033,-1.47739596226906,21.8506089428224,0.153838988061719,-0.00445478408212178,0.000749091163254775,0.101701962328776,0.129609293842017,0.461516964185156
"Enterobacteriaceae","fixed",NA,"treatmentFOS+GOS",5.26022358153029e-05,0.00125633924097459,0.0418694522145925,22.3535834984748,0.966974507104227,-0.00255049845236295,0.00265570292399356,0.101701962328776,0.129609293842017,0.966974507104227
"Enterobacteriaceae","fixed",NA,"treatmentB. longum APC1472",0.00120671657012127,0.00125423338173372,0.962114856529521,21.9114212118198,0.346490184754169,-0.0013950140632844,0.00380844720352694,0.101701962328776,0.129609293842017,0.692980369508337
"Enterobacteriaceae","ran_pars","cohort","sd__(Intercept)",0.000419238323240625,NA,NA,NA,NA,NA,NA,0.101701962328776,0.129609293842017,NA
"Enterobacteriaceae","ran_pars","Residual","sd__Observation",0.0023413101192089,NA,NA,NA,NA,NA,NA,0.101701962328776,0.129609293842017,NA
"Butyricicoccaceae","fixed",NA,"dietHFHS",0.00137932358825988,0.00120948475336316,1.14042246867887,23.9996966998191,0.265363689714448,-0.00111693192394227,0.00387557910046202,0.315803637430365,NA,0.530727379428895
"Butyricicoccaceae","fixed",NA,"treatmentFOS+GOS",-0.00376955921674546,0.00120948475821872,-3.11666533301098,23.9998047909413,0.0046958218440111,-0.00626581414400873,-0.00127330428948218,0.315803637430365,NA,0.0187832873760444
"Butyricicoccaceae","fixed",NA,"treatmentB. longum APC1472",-0.000149902666430609,0.00120948475336316,-0.123939277459911,23.9996965848784,0.90239554611736,-0.00264615817926542,0.0023463528464042,0.315803637430365,NA,0.90239554611736
"Butyricicoccaceae","ran_pars","cohort","sd__(Intercept)",5.36435956503998e-07,NA,NA,NA,NA,NA,NA,0.315803637430365,NA,NA
"Butyricicoccaceae","ran_pars","Residual","sd__Observation",0.00226273877172195,NA,NA,NA,NA,NA,NA,0.315803637430365,NA,NA
"Christensenellaceae","fixed",NA,"dietHFHS",0.00239773038765623,0.000784896193590804,3.05483757882288,23.9999999993287,0.00544565901758676,0.000777784262674458,0.004017676512638,0.351577642658332,NA,0.0163369770527603
"Christensenellaceae","fixed",NA,"treatmentFOS+GOS",-0.00273884521774418,0.000784896193590804,-3.48943623387228,23.9999999993287,0.00189112546160195,-0.00435879134272595,-0.00111889909276241,0.351577642658332,NA,0.00756450184640779
"Christensenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00144424381745207,0.000784896193590804,-1.84004436414047,23.9999999996062,0.0781621636052926,-0.00306418994243285,0.00017570230752871,0.351577642658332,NA,0.156324327210585
"Christensenellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.351577642658332,NA,NA
"Christensenellaceae","ran_pars","Residual","sd__Observation",0.00146840632029989,NA,NA,NA,NA,NA,NA,0.351577642658332,NA,NA
"Peptococcaceae","fixed",NA,"dietHFHS",0.0023859202606731,0.000748252460114107,3.18865675404428,21.1042248488078,0.00439913195229462,0.000830311878727735,0.00394152864261846,0.542265938957647,0.557268941855622,0.00879826390458924
"Peptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00348319354164127,0.000749626598817123,-4.64657143588234,21.7507377687529,0.000127712117214937,-0.005038857563244,-0.00192752952003855,0.542265938957647,0.557268941855622,0.000510848468859747
"Peptococcaceae","fixed",NA,"treatmentB. longum APC1472",1.01574233302341e-06,0.000748320922734304,0.00135736193144509,21.187708388419,0.99892968129367,-0.00155436374729086,0.00155639523195691,0.542265938957647,0.557268941855622,0.99892968129367
"Peptococcaceae","ran_pars","cohort","sd__(Intercept)",0.000257119892709096,NA,NA,NA,NA,NA,NA,0.542265938957647,0.557268941855622,NA
"Peptococcaceae","ran_pars","Residual","sd__Observation",0.00139674323411838,NA,NA,NA,NA,NA,NA,0.542265938957647,0.557268941855622,NA
"Enterococcaceae","fixed",NA,"dietHFHS",0.000659595125328567,0.000669133257507199,0.985745541606816,23.9999999993969,0.334092130006686,-0.000721428042379853,0.00204061829303699,0.102529142032562,NA,0.90872445065256
"Enterococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00110874881174938,0.000669133257507199,-1.65699253371434,23.9999999993969,0.110537868287284,-0.0024897719794578,0.000272274355959036,0.102529142032562,NA,0.442151473149138
"Enterococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.000287250392704946,0.000669133257507199,-0.429287274966833,23.9999999992068,0.671543411097844,-0.00166827356041394,0.00109377277500405,0.102529142032562,NA,0.90872445065256
"Enterococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.102529142032562,NA,NA
"Enterococcaceae","ran_pars","Residual","sd__Observation",0.00125183369784396,NA,NA,NA,NA,NA,NA,0.102529142032562,NA,NA
"UCG-010","fixed",NA,"dietHFHS",9.18499051649858e-05,0.000429023694308919,0.214090518503738,21.6537120008001,0.832479638095427,-0.000798716480266191,0.000982416290596163,0.0379623839994552,0.219005136001185,1
"UCG-010","fixed",NA,"treatmentFOS+GOS",-9.62868889190296e-06,0.00043082220156475,-0.0223495652195534,21.6537120676277,0.982373787294638,-0.000903928411333214,0.000884671033549408,0.0379623839994552,0.219005136001185,1
"UCG-010","fixed",NA,"treatmentB. longum APC1472",-0.000422315325907127,0.000430001941234412,-0.982124231101797,21.9835490683679,0.336724681320039,-0.0013141234643056,0.000469492812491345,0.0379623839994552,0.219005136001185,1
"UCG-010","ran_pars","cohort","sd__(Intercept)",0.000382431593278372,NA,NA,NA,NA,NA,NA,0.0379623839994552,0.219005136001185,NA
"UCG-010","ran_pars","Residual","sd__Observation",0.000794304970909688,NA,NA,NA,NA,NA,NA,0.0379623839994552,0.219005136001185,NA
"Anaerovoracaceae","fixed",NA,"dietHFHS",0.0013207738792146,0.000256661208709181,5.14598168479426,21.3546884221825,4.04304450784721e-05,0.000787556971751227,0.00185399078667798,0.564525327190797,0.655847621471328,0.000121291335235416
"Anaerovoracaceae","fixed",NA,"treatmentFOS+GOS",-0.00156287926118544,0.000257731582506414,-6.06398038605356,21.3190078353143,4.79732437954304e-06,-0.00209837350018944,-0.00102738502218143,0.564525327190797,0.655847621471328,1.91892975181722e-05
"Anaerovoracaceae","fixed",NA,"treatmentB. longum APC1472",-0.000841014422284277,0.000257365110590237,-3.26778723174835,21.7502369398437,0.00355790350454156,-0.00137511257803178,-0.000306916266536778,0.564525327190797,0.655847621471328,0.00711580700908311
