"order","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Verrucomicrobiales","fixed",NA,"treatmentB. longum APC1472",-0.00244048738281906,0.0356610904719006,-0.0684355792412479,18.1703782076361,0.94618638137025,-0.0773113342446721,0.0724303594790339,0.110968733845631,0.470951689164187,0.94618638137025
"Verrucomicrobiales","ran_pars","dam_cage","sd__(Intercept)",0.0520534037718226,NA,NA,NA,NA,NA,NA,0.110968733845631,0.470951689164187,NA
"Verrucomicrobiales","ran_pars","cohort","sd__(Intercept)",0.0406486856523365,NA,NA,NA,NA,NA,NA,0.110968733845631,0.470951689164187,NA
"Verrucomicrobiales","ran_pars","Residual","sd__Observation",0.0800650869984307,NA,NA,NA,NA,NA,NA,0.110968733845631,0.470951689164187,NA
"Bifidobacteriales","fixed",NA,"dietHFHS",-0.0873989735194841,0.0191862448466396,-4.55529334781693,14.8519675070802,0.000388475822699743,-0.128329016082733,-0.0464689309562357,0.331470399145203,NA,0.00116542746809923
"Bifidobacteriales","fixed",NA,"treatmentFOS+GOS",0.0890429699256978,0.0195388140394172,4.55723513955681,13.3131921850756,0.000506965930007985,0.0469326494194279,0.131153290431968,0.331470399145203,NA,0.00116542746809923
"Bifidobacteriales","fixed",NA,"treatmentB. longum APC1472",-0.00486023007961631,0.0191214734254924,-0.254176546517422,14.4917635297009,0.80293027906642,-0.0457415326158835,0.0360210724566509,0.331470399145203,NA,0.80293027906642
"Bifidobacteriales","ran_pars","dam_cage","sd__(Intercept)",0.0233424359922116,NA,NA,NA,NA,NA,NA,0.331470399145203,NA,NA
"Bifidobacteriales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.331470399145203,NA,NA
"Bifidobacteriales","ran_pars","Residual","sd__Observation",0.0646333135647563,NA,NA,NA,NA,NA,NA,0.331470399145203,NA,NA
"Oscillospirales","fixed",NA,"dietHFHS",0.0416628491266597,0.0147553793442819,2.82357018105436,17.0785510343314,0.0116713512499488,0.010542623603631,0.0727830746496885,0.336230074082246,0.449410594622876,0.0233427024998976
"Oscillospirales","fixed",NA,"treatmentFOS+GOS",-0.0835212113054186,0.0148851056752743,-5.61105934532637,14.2409189974107,6.023119620348e-05,-0.115395992482042,-0.0516464301287948,0.336230074082246,0.449410594622876,0.00024092478481392
"Oscillospirales","fixed",NA,"treatmentB. longum APC1472",0.0197311562911702,0.0148411694337606,1.32948797459896,17.3075688064259,0.200945699035173,-0.0115386402332903,0.0510009528156308,0.336230074082246,0.449410594622876,0.200945699035173
"Oscillospirales","ran_pars","dam_cage","sd__(Intercept)",0.0163259343913215,NA,NA,NA,NA,NA,NA,0.336230074082246,0.449410594622876,NA
"Oscillospirales","ran_pars","cohort","sd__(Intercept)",0.0166076528590491,NA,NA,NA,NA,NA,NA,0.336230074082246,0.449410594622876,NA
"Oscillospirales","ran_pars","Residual","sd__Observation",0.0513650849711264,NA,NA,NA,NA,NA,NA,0.336230074082246,0.449410594622876,NA
"Peptostreptococcales-Tissierellales","fixed",NA,"dietHFHS",0.0474071670367239,0.00722454387180268,6.5619598798138,17.714124914434,3.9426149617749e-06,0.0322113866531487,0.0626029474202991,0.341526277669465,NA,1.18278448853247e-05
"Peptostreptococcales-Tissierellales","fixed",NA,"treatmentFOS+GOS",-0.0617978636341732,0.00719463288758191,-8.58943946130143,14.8757523193252,3.77779845363356e-07,-0.0771440238607481,-0.0464517034075982,0.341526277669465,NA,1.51111938145342e-06
"Peptostreptococcales-Tissierellales","fixed",NA,"treatmentB. longum APC1472",-0.0202547789059788,0.00716167057168626,-2.82821985502326,16.9758875340593,0.0116068685845398,-0.0353662180923413,-0.00514333971961634,0.341526277669465,NA,0.0116068685845398
"Peptostreptococcales-Tissierellales","ran_pars","dam_cage","sd__(Intercept)",0.00405420105227511,NA,NA,NA,NA,NA,NA,0.341526277669465,NA,NA
"Peptostreptococcales-Tissierellales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.341526277669465,NA,NA
"Peptostreptococcales-Tissierellales","ran_pars","Residual","sd__Observation",0.0332449443984439,NA,NA,NA,NA,NA,NA,0.341526277669465,NA,NA
"Erysipelotrichales","fixed",NA,"dietHFHS",-0.00380474583332709,0.00826283560736291,-0.460464907463091,13.9230488147327,0.652292058234725,-0.021535959151391,0.0139264674847368,0.0265934671284202,0.285039841129825,1
"Erysipelotrichales","fixed",NA,"treatmentFOS+GOS",-0.00748587223290309,0.00851403210943741,-0.879239370568657,12.6054345645314,0.395723511429088,-0.0259380175498796,0.0109662730840734,0.0265934671284202,0.285039841129825,1
"Erysipelotrichales","fixed",NA,"treatmentB. longum APC1472",0.000667803136613016,0.00827722516743663,0.0806795904550494,14.18235881788,0.936824244590598,-0.0170636877095768,0.0183992939828029,0.0265934671284202,0.285039841129825,1
"Erysipelotrichales","ran_pars","dam_cage","sd__(Intercept)",0.0116373595567495,NA,NA,NA,NA,NA,NA,0.0265934671284202,0.285039841129825,NA
"Erysipelotrichales","ran_pars","cohort","sd__(Intercept)",0.00579527418441583,NA,NA,NA,NA,NA,NA,0.0265934671284202,0.285039841129825,NA
"Erysipelotrichales","ran_pars","Residual","sd__Observation",0.0216230121109133,NA,NA,NA,NA,NA,NA,0.0265934671284202,0.285039841129825,NA
"Coriobacteriales","fixed",NA,"dietHFHS",0.00443702717095521,0.00518656032174275,0.855485504015947,15.5369239641092,0.405282425993778,-0.00658468324290567,0.0154587375848161,0.0559588307113221,0.457009229483463,0.810564851987555
"Coriobacteriales","fixed",NA,"treatmentFOS+GOS",0.000805334007152204,0.00538626476626698,0.149516231024483,14.5983956247774,0.883192318770547,-0.0107027869112286,0.012313454925533,0.0559588307113221,0.457009229483463,0.883192318770547
"Coriobacteriales","fixed",NA,"treatmentB. longum APC1472",-0.00734802764636893,0.00520296934332857,-1.41227579128269,15.8292531993263,0.177226578474178,-0.0183875073460738,0.00369145205333592,0.0559588307113221,0.457009229483463,0.531679735422534
"Coriobacteriales","ran_pars","dam_cage","sd__(Intercept)",0.0079573127629393,NA,NA,NA,NA,NA,NA,0.0559588307113221,0.457009229483463,NA
"Coriobacteriales","ran_pars","cohort","sd__(Intercept)",0.00413807301479605,NA,NA,NA,NA,NA,NA,0.0559588307113221,0.457009229483463,NA
"Coriobacteriales","ran_pars","Residual","sd__Observation",0.0104361294837297,NA,NA,NA,NA,NA,NA,0.0559588307113221,0.457009229483463,NA
"Deferribacterales","fixed",NA,"dietHFHS",0.000598792691195458,0.00329565860738391,0.181691359006016,17.5393987623265,0.857908210104141,-0.00633818554080424,0.00753577092319515,0.0130629491358589,0.198101999062545,1
"Deferribacterales","fixed",NA,"treatmentFOS+GOS",-0.00330848666370892,0.00337784889705825,-0.979465560638389,15.570604845061,0.342324279524615,-0.0104852892029331,0.00386831587551525,0.0130629491358589,0.198101999062545,1
"Deferribacterales","fixed",NA,"treatmentB. longum APC1472",-0.00106782532202785,0.00329543887118395,-0.324031294091101,17.8183979865365,0.749686982425518,-0.00799634684396479,0.00586069619990909,0.0130629491358589,0.198101999062545,1
"Deferribacterales","ran_pars","dam_cage","sd__(Intercept)",0.00432439781711941,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Deferribacterales","ran_pars","cohort","sd__(Intercept)",0.00193262417921656,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Deferribacterales","ran_pars","Residual","sd__Observation",0.00986041716397044,NA,NA,NA,NA,NA,NA,0.0130629491358589,0.198101999062545,NA
"Desulfovibrionales","fixed",NA,"dietHFHS",0.00553181377117637,0.00250009464340775,2.21264174368864,175.162426846674,0.0282150056198352,0.000597627684099872,0.0104659998582529,0.211417628464824,NA,0.0564300112396705
"Desulfovibrionales","fixed",NA,"treatmentFOS+GOS",-0.0138872281923355,0.00245339676628258,-5.66040861518605,189.495110257095,5.5179418081111e-08,-0.0187267051026802,-0.00904775128199076,0.211417628464824,NA,2.20717672324444e-07
"Desulfovibrionales","fixed",NA,"treatmentB. longum APC1472",0.00151768279834688,0.00249369881721412,0.608607097164359,153.491153652731,0.543684522515258,-0.00340871877205941,0.00644408436875318,0.211417628464824,NA,0.543684522515258
"Desulfovibrionales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.211417628464824,NA,NA
"Desulfovibrionales","ran_pars","cohort","sd__(Intercept)",0.00243083838850362,NA,NA,NA,NA,NA,NA,0.211417628464824,NA,NA
"Desulfovibrionales","ran_pars","Residual","sd__Observation",0.0117678254615535,NA,NA,NA,NA,NA,NA,0.211417628464824,NA,NA
"Clostridiales","fixed",NA,"dietHFHS",0.00327866159267397,0.00139327458085255,2.35320563349957,18.1510077256139,0.0300800406659935,0.000353244923070637,0.0062040782622773,0.0758448771472884,0.198367930013488,0.120320162663974
"Clostridiales","fixed",NA,"treatmentFOS+GOS",-0.00313485484407138,0.00141989162844694,-2.20781275223113,15.9638521127555,0.0422371466946986,-0.006145444665058,-0.000124265023084759,0.0758448771472884,0.198367930013488,0.126711440084096
"Clostridiales","fixed",NA,"treatmentB. longum APC1472",-0.000790693219171421,0.00139091336952013,-0.568470500390843,18.0282727324297,0.576728785729492,-0.00371256532055135,0.00213117888220851,0.0758448771472884,0.198367930013488,1
"Clostridiales","ran_pars","dam_cage","sd__(Intercept)",0.00167506284117422,NA,NA,NA,NA,NA,NA,0.0758448771472884,0.198367930013488,NA
"Clostridiales","ran_pars","cohort","sd__(Intercept)",0.000715521767867952,NA,NA,NA,NA,NA,NA,0.0758448771472884,0.198367930013488,NA
"Clostridiales","ran_pars","Residual","sd__Observation",0.00465912316563696,NA,NA,NA,NA,NA,NA,0.0758448771472884,0.198367930013488,NA
"Burkholderiales","fixed",NA,"dietHFHS",-0.000864873616655115,0.00137488355542763,-0.629052266456204,20.2218553528872,0.536357010174987,-0.00373081468678121,0.00200106745347098,0.466755541282012,NA,1
"Burkholderiales","fixed",NA,"treatmentFOS+GOS",0.0089482527671183,0.00140940704020784,6.34894853781824,18.586292053206,4.78332773829868e-06,0.0059938794655128,0.0119026260687238,0.466755541282012,NA,1.91333109531947e-05
"Burkholderiales","fixed",NA,"treatmentB. longum APC1472",0.00010014022726801,0.00137209432434289,0.0729834862599321,19.8997218505682,0.9425478645123,-0.00276292326826928,0.0029632037228053,0.466755541282012,NA,1
"Burkholderiales","ran_pars","dam_cage","sd__(Intercept)",0.00185513037398661,NA,NA,NA,NA,NA,NA,0.466755541282012,NA,NA
"Burkholderiales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.466755541282012,NA,NA
"Burkholderiales","ran_pars","Residual","sd__Observation",0.00404677579608861,NA,NA,NA,NA,NA,NA,0.466755541282012,NA,NA
"Staphylococcales","fixed",NA,"dietHFHS",0.000391998359685304,0.000175507188658462,2.23351739995184,191.999999996519,0.026669006714313,4.58285965746526e-05,0.000738168122795955,0.0437658873974941,NA,0.0800070201429389
"Staphylococcales","fixed",NA,"treatmentFOS+GOS",-0.00047703383806464,0.000173743252546339,-2.74562511679359,191.999999998354,0.00661345467651172,-0.000819724419776815,-0.000134343256352465,0.0437658873974941,NA,0.0264538187060469
"Staphylococcales","fixed",NA,"treatmentB. longum APC1472",-0.000383974684776828,0.000173743252546339,-2.21001206751565,191.999999998354,0.0282860569144774,-0.000726665266489003,-4.12841030646534e-05,0.0437658873974941,NA,0.0800070201429389
"Staphylococcales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0437658873974941,NA,NA
"Staphylococcales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0437658873974941,NA,NA
"Staphylococcales","ran_pars","Residual","sd__Observation",0.000859806116807229,NA,NA,NA,NA,NA,NA,0.0437658873974941,NA,NA
"Christensenellales","fixed",NA,"dietHFHS",0.000703914758993755,0.000228254667695336,3.08390082928472,19.5764284096046,0.00595914235045946,0.00022712257119488,0.00118070694679263,0.395745262262284,NA,0.0119182847009189
"Christensenellales","fixed",NA,"treatmentFOS+GOS",-0.00191632410162597,0.000229564531759032,-8.34764885909066,16.7005250561746,2.32121122544189e-07,-0.00240132537800473,-0.00143132282524721,0.395745262262284,NA,9.28484490176757e-07
"Christensenellales","fixed",NA,"treatmentB. longum APC1472",-0.0001773867384409,0.000226923341384836,-0.781703360079087,18.979284817877,0.44403196294255,-0.000652377839447155,0.000297604362565355,0.395745262262284,NA,0.44403196294255
"Christensenellales","ran_pars","dam_cage","sd__(Intercept)",0.000203688706015188,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Christensenellales","ran_pars","cohort","sd__(Intercept)",7.67816815844148e-05,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Christensenellales","ran_pars","Residual","sd__Observation",0.000932871523520294,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Enterobacterales","fixed",NA,"dietHFHS",-0.000638517585905909,0.000293844173466577,-2.17298025131179,17.2426777775464,0.0439976988135194,-0.00125781059606607,-1.92245757457451e-05,0.0865288409818611,0.335508622257127,0.131993096440558
"Enterobacterales","fixed",NA,"treatmentFOS+GOS",-6.55149758368362e-05,0.000301589581843191,-0.217232224788521,15.3651691501724,0.830885624337764,-0.000707009895158481,0.000575979943484809,0.0865288409818611,0.335508622257127,1
"Enterobacterales","fixed",NA,"treatmentB. longum APC1472",-1.73567998548372e-05,0.000295198433208739,-0.0587970595445675,17.6411435954639,0.953774667182126,-0.000638451232757213,0.000603737633047538,0.0865288409818611,0.335508622257127,1
"Enterobacterales","ran_pars","dam_cage","sd__(Intercept)",0.000402350716951919,NA,NA,NA,NA,NA,NA,0.0865288409818611,0.335508622257127,NA
"Enterobacterales","ran_pars","cohort","sd__(Intercept)",0.00027818144367686,NA,NA,NA,NA,NA,NA,0.0865288409818611,0.335508622257127,NA
"Enterobacterales","ran_pars","Residual","sd__Observation",0.000799112051672994,NA,NA,NA,NA,NA,NA,0.0865288409818611,0.335508622257127,NA
"Peptococcales","fixed",NA,"dietHFHS",0.000806842393563216,0.000222683033806466,3.62327735423456,16.5012522892498,0.00218796049823215,0.000335938207219355,0.00127774657990708,0.177809323831691,0.208137891361192,0.00656388149469645
"Peptococcales","fixed",NA,"treatmentFOS+GOS",-0.000804079126171302,0.000220601853568291,-3.64493368104174,12.5449094590907,0.00313312716806767,-0.00128242390496586,-0.000325734347376744,0.177809323831691,0.208137891361192,0.00656388149469645
"Peptococcales","fixed",NA,"treatmentB. longum APC1472",0.000259989232338971,0.000221573788246724,1.17337539966357,16.2427308547801,0.257565211410947,-0.000209156374159209,0.000729134838837152,0.177809323831691,0.208137891361192,0.257565211410947
"Peptococcales","ran_pars","dam_cage","sd__(Intercept)",0.000108124766411422,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"Peptococcales","ran_pars","cohort","sd__(Intercept)",0.000165753738129822,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"Peptococcales","ran_pars","Residual","sd__Observation",0.00101122867596753,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"Rickettsiales","fixed",NA,"dietHFHS",6.57663908904173e-05,6.34213854351845e-05,1.03697499572332,17.2174097773907,0.314092826341828,-6.79124421760227e-05,0.000199445223956857,0.145432835118509,NA,0.628185652683656
"Rickettsiales","fixed",NA,"treatmentFOS+GOS",-0.000253574893070581,6.31310485189249e-05,-4.016643141838,13.5065719790686,0.00136279487524518,-0.000389443070789331,-0.000117706715351832,0.145432835118509,NA,0.00457458632408841
"Rickettsiales","fixed",NA,"treatmentB. longum APC1472",1.55605186906171e-05,6.3495662840461e-05,0.245064276747758,17.169028835905,0.809311803099582,-0.000118303223406389,0.000149424260787623,0.145432835118509,NA,0.809311803099582
"Rickettsiales","ran_pars","dam_cage","sd__(Intercept)",4.96729651442644e-05,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Rickettsiales","ran_pars","cohort","sd__(Intercept)",6.35744045549129e-05,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Rickettsiales","ran_pars","Residual","sd__Observation",0.000261997223148649,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Saccharimonadales","fixed",NA,"dietHFHS",-0.00010629628756685,5.99767592658941e-05,-1.77229128195486,19.5325312925457,0.0919449010295442,-0.00023159784413903,1.90052690053309e-05,0.0554734880685775,NA,0.275834703088633
"Saccharimonadales","fixed",NA,"treatmentFOS+GOS",8.55782403776223e-05,6.11202706384618e-05,1.40016134555153,17.5956646118033,0.178851097354181,-4.30425180601625e-05,0.000214198998815407,0.0554734880685775,NA,0.357702194708361
"Saccharimonadales","fixed",NA,"treatmentB. longum APC1472",7.42021886014209e-07,5.978313649011e-05,0.0124118928778011,19.0861305684035,0.990225820153204,-0.000124347313570394,0.000125831357342423,0.0554734880685775,NA,0.990225820153204
"Saccharimonadales","ran_pars","dam_cage","sd__(Intercept)",7.38270869075181e-05,NA,NA,NA,NA,NA,NA,0.0554734880685775,NA,NA
"Saccharimonadales","ran_pars","cohort","sd__(Intercept)",1.31208583358326e-08,NA,NA,NA,NA,NA,NA,0.0554734880685775,NA,NA
"Saccharimonadales","ran_pars","Residual","sd__Observation",0.000199537453943435,NA,NA,NA,NA,NA,NA,0.0554734880685775,NA,NA
"Monoglobales","fixed",NA,"dietHFHS",-2.39701424835643e-05,2.22404014276824e-05,-1.07777472279475,17.5527429547849,0.295723984940021,-7.07809797487219e-05,2.28406947815933e-05,0.0787672818484151,NA,0.591447969880042
"Monoglobales","fixed",NA,"treatmentFOS+GOS",-4.81518085680117e-05,2.21787661511882e-05,-2.1710769769504,14.1777664698337,0.0473771092948817,-9.5664636377798e-05,-6.38980758225301e-07,0.0787672818484151,NA,0.142131327884645
"Monoglobales","fixed",NA,"treatmentB. longum APC1472",9.31165788871364e-06,2.22013747786496e-05,0.419418075752154,17.0457718044396,0.680148887348781,-3.75195689862557e-05,5.61428847636829e-05,0.0787672818484151,NA,0.680148887348781
"Monoglobales","ran_pars","dam_cage","sd__(Intercept)",1.70414819105258e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Monoglobales","ran_pars","cohort","sd__(Intercept)",1.85834037384069e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Monoglobales","ran_pars","Residual","sd__Observation",9.31432948937777e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Acholeplasmatales","fixed",NA,"dietHFHS",-6.29724741823568e-06,7.65523607632342e-06,-0.822606560457645,17.3126378372824,0.421917918937965,-2.24261945085583e-05,9.83169967208691e-06,0.011710199628226,NA,0.866357222908347
"Acholeplasmatales","fixed",NA,"treatmentFOS+GOS",9.8890367202509e-06,7.65970730270463e-06,1.29104629321268,14.7248093502393,0.216589305727087,-6.4638582216506e-06,2.62419316621524e-05,0.011710199628226,NA,0.866357222908347
"Acholeplasmatales","fixed",NA,"treatmentB. longum APC1472",7.30132157385293e-06,7.59726833885776e-06,0.96104563485126,16.6230559421804,0.350301188719344,-8.75524601800981e-06,2.33578891657157e-05,0.011710199628226,NA,0.866357222908347
"Acholeplasmatales","ran_pars","dam_cage","sd__(Intercept)",5.74677006974544e-06,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Acholeplasmatales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Acholeplasmatales","ran_pars","Residual","sd__Observation",3.33647349836637e-05,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Pseudomonadales","fixed",NA,"dietHFHS",-1.6244526473073e-22,2.37418626584061e-06,-6.84214490951975e-17,19.0040272280617,1,-4.96915769154411e-06,4.96915769154411e-06,0.0190448297784956,NA,1
"Pseudomonadales","fixed",NA,"treatmentFOS+GOS",3.39347687085165e-06,2.38136266780986e-06,1.42501472653581,15.9834720763778,0.173387494470794,-1.65521076295145e-06,8.44216450465476e-06,0.0190448297784956,NA,0.693549977883177
"Pseudomonadales","fixed",NA,"treatmentB. longum APC1472",8.63867253233986e-07,2.35761487990115e-06,0.366415762217367,18.187283749169,0.718282767548941,-4.08564430727569e-06,5.81337881374366e-06,0.0190448297784956,NA,1
"Pseudomonadales","ran_pars","dam_cage","sd__(Intercept)",1.97346704656897e-06,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Pseudomonadales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Pseudomonadales","ran_pars","Residual","sd__Observation",1.0043848973646e-05,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Chlamydiales","fixed",NA,"dietHFHS",-4.21959417987413e-07,1.91515140608488e-06,-0.220326923838371,138.950149740762,0.825939942500681,-4.20856604618184e-06,3.36464721020702e-06,0.00204746708180611,NA,1
"Chlamydiales","fixed",NA,"treatmentFOS+GOS",-5.51675007282969e-07,1.87521056895195e-06,-0.294193631593757,140.725860393301,0.769043437022289,-4.25890033725394e-06,3.155550322688e-06,0.00204746708180611,NA,1
"Chlamydiales","fixed",NA,"treatmentB. longum APC1472",4.36127652652134e-07,1.91462350001398e-06,0.227787683922687,127.937546354174,0.820174939903716,-3.3522997027629e-06,4.22455500806717e-06,0.00204746708180611,NA,1
"Chlamydiales","ran_pars","dam_cage","sd__(Intercept)",1.3700239952423e-13,NA,NA,NA,NA,NA,NA,0.00204746708180611,NA,NA
"Chlamydiales","ran_pars","cohort","sd__(Intercept)",2.09761587591572e-06,NA,NA,NA,NA,NA,NA,0.00204746708180611,NA,NA
"Chlamydiales","ran_pars","Residual","sd__Observation",8.97199921619328e-06,NA,NA,NA,NA,NA,NA,0.00204746708180611,NA,NA
"Reyranellales","fixed",NA,"dietHFHS",-2.07423754357591e-06,1.40270827019005e-06,-1.47873765889673,10.8273631605873,0.167703886996027,-5.16759415247032e-06,1.01911906531849e-06,0.0240754960889307,NA,0.503111660988081
"Reyranellales","fixed",NA,"treatmentFOS+GOS",1.80310950324786e-15,1.41145111734774e-06,1.27748632672174e-09,10.201970368752,0.999999999005349,-3.13649016437598e-06,3.1364901679822e-06,0.0240754960889307,NA,1
"Reyranellales","fixed",NA,"treatmentB. longum APC1472",-6.16598004106801e-15,1.39401346165174e-06,-4.42318543592977e-09,10.6713964717565,0.999999996552409,-3.07976943707628e-06,3.07976942474432e-06,0.0240754960889307,NA,1
"Reyranellales","ran_pars","dam_cage","sd__(Intercept)",1.29905997897059e-06,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Reyranellales","ran_pars","cohort","sd__(Intercept)",1.54322858908385e-10,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Reyranellales","ran_pars","Residual","sd__Observation",5.69357590550233e-06,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Obscuribacterales","fixed",NA,"dietHFHS",-4.47270460059637e-08,7.15888525617622e-07,-0.0624776685272,13.7162363645868,0.951083754771915,-1.58314067511757e-06,1.49368658310564e-06,0.00160650972143052,NA,1
"Obscuribacterales","fixed",NA,"treatmentFOS+GOS",2.23919385243333e-08,6.92131160190374e-07,0.0323521607063237,13.7470417909407,0.974656239894053,-1.46464851385961e-06,1.50943239090828e-06,0.00160650972143052,NA,1
"Obscuribacterales","fixed",NA,"treatmentB. longum APC1472",3.21206187439765e-07,7.28868480689642e-07,0.440691559519552,13.5766395193689,0.666372081634097,-1.24664692665804e-06,1.88905930153757e-06,0.00160650972143052,NA,1
"Obscuribacterales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
"Obscuribacterales","ran_pars","cohort","sd__(Intercept)",1.62089570319771e-06,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
